TH;AMBITO;CODMUN;DISTRITO;SECCION;MESA;CENSO;VOTANTES;NULOS;VALIDOS;BLANCOS;VOTOS_CANDIDATOS;ABSTENCION;EAJ-PNV;PH;PCTE / ELAK;PSE-EE/PSOE;ATTKA/PACMA;PUM+J;EB-AZ;O.E.;EH BILDU;VOX;P-LIB;LxE-EaL;PODEMOS-AHALDUGU/EZKER AN;PP+Cs;L.F.F.;UCDE;EQUO BERDEAK-VERDES;RECORTES CERO-LV-M
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;21;"	U";507;193;1;192;6;186;314;32;;;73;4;1;1;;33;3;0;1;18;18;;0;0;2
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;22;"	U";776;377;8;369;;369;399;94;;;138;1;0;1;;66;6;0;0;42;20;;0;0;1
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;23;"	U";1033;446;8;438;1;437;587;120;;;49;5;0;1;;189;6;0;0;45;16;;0;6;0
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;24;"	A";614;270;2;268;2;266;344;70;;;76;2;0;1;;69;3;0;0;30;13;;0;2;0
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;24;"	B";648;269;8;261;3;258;379;63;;;73;1;1;2;;61;6;0;0;24;23;;0;3;1
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;25;"	U";507;214;2;212;3;209;293;44;;;76;1;0;1;;42;8;1;3;17;12;;0;0;4
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;26;"	U";650;285;1;284;3;281;365;103;;;48;3;0;2;;66;6;0;0;36;13;;0;4;0
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;27;"	A";789;403;;403;3;400;386;112;;;80;4;0;1;;137;3;0;0;40;22;;0;1;0
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;27;"	B";834;411;;411;5;406;423;123;;;82;6;0;3;;125;5;0;0;40;22;;0;0;0
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;28;"	U";924;445;4;441;5;436;479;126;;;101;3;2;3;;115;2;0;0;60;17;;0;6;1
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;30;"	U";1121;481;4;477;7;470;640;128;;;117;4;3;0;;108;5;3;0;65;32;;0;5;0
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;31;"	A";791;404;3;401;2;399;387;117;;;76;4;3;2;;92;21;0;0;57;23;;0;3;1
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;31;"	B";809;404;5;399;1;398;405;102;;;89;5;0;4;;92;19;1;0;47;36;;0;3;0
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;32;"	U";741;311;2;309;2;307;430;100;;;84;2;2;1;;44;4;0;0;42;26;;0;1;1
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;33;"	A";864;494;4;490;6;484;370;140;;;79;5;1;3;;134;9;1;0;77;24;;4;6;1
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;33;"	B";865;460;;460;7;453;405;127;;;84;4;0;1;;142;7;1;0;49;26;;0;11;1
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;34;"	U";823;448;1;447;4;443;375;118;;;84;2;4;3;;152;8;0;0;57;12;;0;3;0
Gipuzkoa;EIBAR;30;1;1;"	A";678;400;1;399;5;394;278;144;;;89;1;0;1;;108;3;0;0;27;13;;0;8;0
Gipuzkoa;EIBAR;30;1;1;"	B";681;403;3;400;6;394;278;167;;;64;0;0;0;;109;7;1;0;19;18;;0;9;0
Gipuzkoa;EIBAR;30;1;2;"	A";549;291;;291;;291;258;102;;;50;1;1;0;;102;3;0;0;24;7;;0;0;1
Gipuzkoa;EIBAR;30;1;2;"	B";533;311;2;309;2;307;222;119;;;61;0;2;2;;85;3;0;1;21;12;;0;1;0
Gipuzkoa;EIBAR;30;1;3;"	U";795;506;7;499;6;493;289;201;;;76;1;0;2;;156;3;0;0;19;22;;0;13;0
Gipuzkoa;EIBAR;30;1;4;"	A";603;308;;308;1;307;295;90;;;77;1;0;1;;100;1;0;0;24;11;;0;2;0
Gipuzkoa;EIBAR;30;1;4;"	B";587;275;1;274;2;272;312;69;;;78;1;0;3;;85;3;0;2;9;15;;0;7;0
Gipuzkoa;EIBAR;30;1;5;"	A";508;251;;251;4;247;257;56;;;81;1;0;1;;67;5;0;0;22;10;;0;4;0
Gipuzkoa;EIBAR;30;1;5;"	B";499;247;3;244;4;240;252;39;;;76;3;0;0;;71;1;0;1;24;21;;0;4;0
Gipuzkoa;EIBAR;30;2;1;"	U";830;448;3;445;3;442;382;115;;;66;2;0;1;;197;8;0;0;34;6;;0;13;0
Gipuzkoa;EIBAR;30;2;2;"	A";476;217;2;215;12;203;259;59;;;42;3;0;0;;67;2;0;0;17;7;;0;6;0
Gipuzkoa;EIBAR;30;2;2;"	B";454;196;3;193;2;191;258;45;;;60;0;0;0;;53;2;0;0;16;11;;0;4;0
Gipuzkoa;EIBAR;30;2;3;"	A";464;205;1;204;2;202;259;44;;;91;2;0;1;;33;2;1;0;18;9;;0;1;0
Gipuzkoa;EIBAR;30;2;3;"	B";459;188;2;186;1;185;271;37;;;95;1;1;0;;22;1;0;0;13;13;;0;1;1
Gipuzkoa;EIBAR;30;2;4;"	A";496;232;1;231;4;227;264;43;;;75;1;3;0;;69;3;0;0;22;8;;0;3;0
Gipuzkoa;EIBAR;30;2;4;"	B";461;223;1;222;3;219;238;56;;;74;2;0;1;;46;5;1;0;16;11;;0;5;2
Gipuzkoa;EIBAR;30;2;5;"	A";455;267;;267;4;263;188;85;;;48;1;1;0;;86;2;0;0;21;11;;0;8;0
Gipuzkoa;EIBAR;30;2;5;"	B";441;266;;266;5;261;175;78;;;47;2;0;2;;88;2;0;0;27;13;;0;2;0
Gipuzkoa;EIBAR;30;3;1;"	A";656;306;3;303;7;296;350;76;;;61;2;0;1;;120;2;0;0;24;6;;0;2;2
Gipuzkoa;EIBAR;30;3;1;"	B";630;296;1;295;2;293;334;70;;;87;1;0;1;;86;1;0;0;31;13;;0;1;2
Gipuzkoa;EIBAR;30;3;3;"	U";745;428;;428;7;421;317;121;;;92;1;0;1;;154;3;0;0;29;14;;0;6;0
Gipuzkoa;EIBAR;30;3;4;"	U";624;370;;370;2;368;254;123;;;77;1;0;0;;108;1;0;0;29;20;;0;9;0
Gipuzkoa;EIBAR;30;4;1;"	A";447;254;1;253;4;249;193;63;;;61;1;0;1;;91;0;2;0;22;3;;0;5;0
Gipuzkoa;EIBAR;30;4;1;"	B";431;218;;218;;218;213;48;;;58;2;0;2;;79;2;0;0;15;6;;0;5;1
Gipuzkoa;EIBAR;30;4;2;"	U";766;467;1;466;8;458;299;171;;;72;3;0;0;;150;6;1;0;26;23;;0;6;0
Gipuzkoa;EIBAR;30;4;3;"	A";512;317;1;316;3;313;195;156;;;36;0;1;2;;89;2;0;0;11;9;;0;7;0
Gipuzkoa;EIBAR;30;4;3;"	B";510;309;;309;6;303;201;161;;;34;2;0;1;;72;1;0;0;10;20;;0;2;0
Gipuzkoa;EIBAR;30;4;4;"	U";525;350;2;348;5;343;175;157;;;57;0;0;2;;70;2;0;1;27;19;;0;7;1
Gipuzkoa;EIBAR;30;4;5;"	U";744;386;;386;2;384;358;129;;;84;5;0;2;;112;2;0;0;32;11;;0;6;1
Gipuzkoa;EIBAR;30;4;6;"	U";761;437;3;434;6;428;324;153;;;69;3;0;3;;147;5;0;1;28;14;;0;5;0
Gipuzkoa;EIBAR;30;5;1;"	A";487;261;1;260;3;257;226;82;;;61;1;0;1;;80;1;0;0;22;9;;0;0;0
Gipuzkoa;EIBAR;30;5;1;"	B";526;249;2;247;5;242;277;66;;;57;1;0;0;;82;2;0;0;17;13;;0;3;1
Gipuzkoa;EIBAR;30;5;2;"	U";681;402;;402;3;399;279;190;;;56;0;0;2;;108;1;1;0;18;22;;0;1;0
Gipuzkoa;EIBAR;30;5;3;"	A";537;275;2;273;2;271;262;93;;;62;0;0;0;;65;4;1;0;22;19;;0;4;1
Gipuzkoa;EIBAR;30;5;3;"	B";598;308;2;306;7;299;290;86;;;85;1;0;2;;75;1;0;0;30;18;;0;1;0
Gipuzkoa;EIBAR;30;5;4;"	A";446;234;1;233;6;227;212;80;;;38;0;0;0;;73;4;0;0;16;12;;0;4;0
Gipuzkoa;EIBAR;30;5;4;"	B";438;223;1;222;4;218;215;88;;;35;2;0;0;;52;4;0;1;20;10;;0;4;2
Gipuzkoa;ELDUAIN;31;1;1;"	U";183;106;1;105;;105;77;44;;;0;0;0;0;;60;0;0;0;1;0;;0;0;0
Gipuzkoa;ELGETA;33;1;1;"	U";858;584;3;581;4;577;274;200;;;8;3;0;1;;309;4;0;0;33;8;;0;11;0
Gipuzkoa;ELGOIBAR;32;1;1;"	A";520;300;3;297;;297;220;98;;;29;0;1;3;;126;6;0;0;22;11;;0;1;0
Gipuzkoa;ELGOIBAR;32;1;1;"	B";588;303;;303;;303;285;125;;;46;0;0;2;;94;2;0;0;24;9;;0;1;0
Gipuzkoa;ELGOIBAR;32;1;2;"	A";432;252;;252;3;249;180;95;;;18;0;0;0;;111;1;0;0;10;12;;0;2;0
Gipuzkoa;ELGOIBAR;32;1;2;"	B";431;229;1;228;;228;202;91;;;19;0;0;1;;94;1;0;0;13;8;;0;1;0
Gipuzkoa;ELGOIBAR;32;1;3;"	A";199;100;;100;1;99;99;29;;;6;0;0;0;;45;1;0;0;11;7;;0;0;0
Gipuzkoa;ELGOIBAR;32;1;3;"	B";654;417;2;415;3;412;237;219;;;27;0;0;3;;140;0;1;0;11;8;;0;3;0
Gipuzkoa;ELGOIBAR;32;1;3;"	C";610;371;;371;3;368;239;178;;;20;1;0;2;;139;1;0;0;12;14;;0;1;0
Gipuzkoa;ELGOIBAR;32;1;4;"	U";623;354;1;353;6;347;269;173;;;42;0;0;1;;110;2;0;0;10;9;;0;0;0
Gipuzkoa;ELGOIBAR;32;1;5;"	A";493;293;1;292;1;291;200;138;;;26;2;0;0;;106;0;0;0;9;8;;0;0;2
Gipuzkoa;ELGOIBAR;32;1;5;"	B";475;253;;253;1;252;222;119;;;35;2;1;0;;67;0;0;1;13;14;;0;0;0
Gipuzkoa;ELGOIBAR;32;1;6;"	U";811;401;3;398;2;396;410;110;;;68;4;0;1;;149;1;0;0;41;16;;0;6;0
Gipuzkoa;ELGOIBAR;32;1;7;"	A";481;300;1;299;;299;181;151;;;26;1;0;4;;99;2;0;0;8;6;;0;2;0
Gipuzkoa;ELGOIBAR;32;1;7;"	B";517;326;1;325;1;324;191;147;;;28;2;0;2;;121;2;0;0;7;10;;0;5;0
Gipuzkoa;ELGOIBAR;32;1;8;"	A";439;251;;251;3;248;188;94;;;47;1;0;0;;82;4;1;0;12;6;;0;1;0
Gipuzkoa;ELGOIBAR;32;1;8;"	B";462;257;1;256;2;254;205;84;;;67;0;0;0;;72;11;0;0;14;5;;0;1;0
Gipuzkoa;ELGOIBAR;32;1;10;"	A";439;239;;239;1;238;200;98;;;18;0;0;2;;97;1;0;0;15;4;;0;2;1
Gipuzkoa;ELGOIBAR;32;1;10;"	B";447;235;1;234;4;230;212;104;;;25;0;0;0;;79;2;0;0;14;5;;0;1;0
Gipuzkoa;ERRENTERIA;67;1;1;"	U";506;273;;273;2;271;233;56;;;22;3;0;2;;147;2;0;1;30;6;;0;2;0
Gipuzkoa;ERRENTERIA;67;1;2;"	A";611;329;1;328;1;327;282;86;;;59;2;0;0;;123;5;0;0;35;14;;0;3;0
Gipuzkoa;ERRENTERIA;67;1;2;"	B";580;332;2;330;1;329;248;75;;;61;3;0;0;;128;5;0;0;42;14;;0;1;0
Gipuzkoa;ERRENTERIA;67;1;3;"	U";673;389;4;385;3;382;284;93;;;37;0;0;0;;199;3;0;0;32;14;;0;4;0
Gipuzkoa;ERRENTERIA;67;1;4;"	A";867;428;;428;1;427;439;117;;;77;6;0;0;;141;4;0;0;63;12;;0;6;1
Gipuzkoa;ERRENTERIA;67;1;4;"	B";837;416;2;414;3;411;421;104;;;85;4;0;1;;124;8;0;1;62;18;;1;2;1
Gipuzkoa;ERRENTERIA;67;1;5;"	A";602;320;1;319;3;316;282;76;;;20;4;0;1;;180;3;0;0;20;4;;0;7;1
Gipuzkoa;ERRENTERIA;67;1;5;"	B";608;337;3;334;9;325;271;71;;;31;0;0;0;;187;2;0;0;25;5;;0;4;0
Gipuzkoa;ERRENTERIA;67;1;6;"	A";859;520;;520;2;518;339;163;;;78;2;0;0;;202;3;0;0;51;12;;0;6;1
Gipuzkoa;ERRENTERIA;67;1;6;"	B";777;463;;463;2;461;314;123;;;79;1;0;1;;184;5;0;0;41;21;;0;6;0
Gipuzkoa;ERRENTERIA;67;1;7;"	U";743;326;2;324;3;321;417;77;;;81;0;0;1;;82;3;1;0;54;19;;0;3;0
Gipuzkoa;ERRENTERIA;67;1;8;"	U";690;278;2;276;;276;412;83;;;64;2;0;0;;86;3;0;1;25;8;;0;4;0
Gipuzkoa;ERRENTERIA;67;1;9;"	A";626;316;;316;4;312;310;92;;;33;0;0;0;;132;3;0;0;35;16;;0;1;0
Gipuzkoa;ERRENTERIA;67;1;9;"	B";597;301;1;300;1;299;296;70;;;42;2;0;1;;144;2;0;0;28;10;;0;0;0
Gipuzkoa;ERRENTERIA;67;1;10;"	U";542;270;4;266;2;264;272;53;;;41;0;0;1;;119;2;1;0;39;5;;0;3;0
Gipuzkoa;ERRENTERIA;67;1;13;"	U";718;310;5;305;1;304;408;73;;;53;1;0;1;;118;5;0;1;35;15;;0;2;0
Gipuzkoa;ERRENTERIA;67;1;14;"	A";470;198;;198;3;195;272;60;;;41;0;0;1;;59;1;1;0;19;11;;0;2;0
Gipuzkoa;ERRENTERIA;67;1;14;"	B";464;209;2;207;1;206;255;56;;;45;4;0;4;;65;4;0;0;20;6;;0;2;0
Gipuzkoa;ERRENTERIA;67;1;15;"	U";816;285;5;280;2;278;531;70;;;79;1;1;1;;66;6;0;1;40;13;;0;0;0
Gipuzkoa;ERRENTERIA;67;1;16;"	U";554;240;;240;1;239;314;43;;;99;2;1;0;;48;4;0;0;24;16;;0;2;0
Gipuzkoa;ERRENTERIA;67;1;17;"	U";678;349;1;348;4;344;329;77;;;47;1;0;1;;161;5;0;0;47;5;;0;0;0
Gipuzkoa;ERRENTERIA;67;1;18;"	U";635;310;4;306;3;303;325;101;;;13;1;0;0;;165;2;0;0;10;10;;0;1;0
Gipuzkoa;ERRENTERIA;67;1;19;"	A";791;364;2;362;6;356;427;85;;;68;2;0;3;;142;4;0;0;35;13;;0;4;0
Gipuzkoa;ERRENTERIA;67;1;19;"	B";816;325;;325;2;323;491;83;;;64;3;1;2;;109;3;0;1;38;13;;0;6;0
Gipuzkoa;ERRENTERIA;67;1;20;"	A";454;253;1;252;;252;201;65;;;16;0;0;2;;135;0;0;0;25;7;;0;2;0
Gipuzkoa;ERRENTERIA;67;1;20;"	B";478;273;3;270;2;268;205;78;;;26;3;1;2;;119;2;1;0;25;8;;0;2;1
Gipuzkoa;ERRENTERIA;67;1;22;"	A";685;342;4;338;7;331;343;73;;;63;1;0;1;;140;1;1;0;37;12;;0;1;1
Gipuzkoa;ERRENTERIA;67;1;22;"	B";716;378;5;373;4;369;338;77;;;60;2;0;0;;168;5;0;0;41;13;;0;1;2
Gipuzkoa;ERRENTERIA;67;1;23;"	A";501;233;3;230;2;228;268;55;;;51;3;0;0;;70;6;0;0;25;16;;0;2;0
Gipuzkoa;ERRENTERIA;67;1;23;"	B";473;216;1;215;4;211;257;51;;;50;1;0;1;;63;3;0;0;23;18;;0;1;0
Gipuzkoa;ERRENTERIA;67;1;24;"	A";480;164;1;163;2;161;316;44;;;51;2;0;1;;35;0;0;0;17;11;;0;0;0
Gipuzkoa;ERRENTERIA;67;1;24;"	B";496;213;1;212;3;209;283;47;;;76;1;0;1;;38;3;0;0;23;17;;0;3;0
Gipuzkoa;ERRENTERIA;67;1;25;"	A";493;213;;213;3;210;280;57;;;57;2;0;0;;47;6;0;1;24;14;;0;2;0
Gipuzkoa;ERRENTERIA;67;1;25;"	B";469;203;1;202;1;201;266;50;;;56;0;0;0;;54;2;0;0;26;12;;0;1;0
Gipuzkoa;ERRENTERIA;67;1;26;"	A";646;276;5;271;6;265;370;68;;;84;0;0;1;;61;6;0;0;27;14;;0;4;0
Gipuzkoa;ERRENTERIA;67;1;26;"	B";592;230;2;228;2;226;362;59;;;81;4;0;1;;37;1;0;0;18;23;;0;1;1
Gipuzkoa;ERRENTERIA;67;1;27;"	A";651;268;4;264;4;260;383;75;;;99;4;0;0;;33;3;0;0;23;21;;2;0;0
Gipuzkoa;ERRENTERIA;67;1;27;"	B";699;313;6;307;2;305;386;73;;;97;2;0;2;;68;3;0;0;42;16;;0;1;1
Gipuzkoa;ERRENTERIA;67;1;28;"	A";700;319;5;314;1;313;381;68;;;82;5;0;0;;95;4;1;1;38;19;;0;0;0
Gipuzkoa;ERRENTERIA;67;1;28;"	B";731;314;1;313;3;310;417;63;;;77;1;0;2;;82;4;0;0;55;22;;0;3;1
Gipuzkoa;ERRENTERIA;67;1;29;"	A";708;307;2;305;8;297;401;63;;;80;3;1;2;;68;4;0;0;47;24;;1;3;1
Gipuzkoa;ERRENTERIA;67;1;29;"	B";660;264;1;263;5;258;396;57;;;59;3;1;4;;69;3;1;0;40;16;;0;4;1
Gipuzkoa;ERRENTERIA;67;1;30;"	U";848;507;4;503;3;500;341;183;;;88;2;0;2;;154;7;0;0;47;16;;0;1;0
Gipuzkoa;ERRENTERIA;67;1;32;"	U";562;248;1;247;2;245;314;51;;;102;2;0;0;;45;5;0;0;24;13;;0;3;0
Gipuzkoa;ERRENTERIA;67;1;34;"	U";558;281;2;279;1;278;277;56;;;41;0;0;1;;122;5;1;3;30;11;;0;5;3
Gipuzkoa;ERRENTERIA;67;1;35;"	U";637;371;1;370;1;369;266;99;;;54;1;1;1;;180;0;0;0;27;3;;0;1;2
Gipuzkoa;ERRENTERIA;67;1;36;"	A";675;402;4;398;10;388;273;102;;;80;0;0;0;;129;4;0;0;51;13;;0;8;1
Gipuzkoa;ERRENTERIA;67;1;36;"	B";638;365;4;361;3;358;273;92;;;85;0;0;0;;113;6;0;0;44;14;;0;4;0
Gipuzkoa;ERREZIL;66;1;1;"	U";439;282;1;281;;281;157;93;;;0;0;0;0;;183;0;0;0;4;0;;0;1;0
Gipuzkoa;ESKORIATZA;34;1;1;"	A";834;472;4;468;2;466;362;215;;;41;1;0;0;;165;5;0;0;26;10;;0;2;1
Gipuzkoa;ESKORIATZA;34;1;1;"	B";782;354;3;351;2;349;428;149;;;46;2;0;1;;110;4;0;0;29;5;;0;3;0
Gipuzkoa;ESKORIATZA;34;1;2;"	A";832;524;4;520;3;517;308;206;;;25;0;1;0;;253;0;0;0;24;2;;0;5;1
Gipuzkoa;ESKORIATZA;34;1;2;"	B";765;422;;422;5;417;343;171;;;16;1;0;0;;185;1;0;0;29;3;;0;11;0
Gipuzkoa;EZKIO-ITSASO;35;1;1;"	U";469;315;1;314;2;312;154;115;;;10;0;0;0;;167;3;0;0;13;0;;0;3;1
Gipuzkoa;GABIRIA;38;1;1;"	U";394;255;;255;6;249;139;93;;;4;1;0;0;;143;0;0;0;5;0;;0;3;0
Gipuzkoa;GAINTZA;37;1;1;"	U";99;57;;57;3;54;42;22;;;0;1;0;0;;28;0;0;0;3;0;;0;0;0
Gipuzkoa;GAZTELU;907;1;1;"	U";118;85;3;82;;82;33;32;;;0;1;1;0;;41;0;0;0;7;0;;0;0;0
Gipuzkoa;GETARIA;39;1;1;"	U";769;525;6;519;3;516;244;238;;;7;4;0;0;;249;2;0;0;13;2;;0;1;0
Gipuzkoa;GETARIA;39;1;2;"	A";674;489;2;487;4;483;185;205;;;9;2;0;1;;244;1;1;0;13;6;;0;1;0
Gipuzkoa;GETARIA;39;1;2;"	B";674;507;3;504;2;502;167;207;;;15;2;2;1;;255;1;0;0;16;2;;0;1;0
Gipuzkoa;HERNANI;40;1;1;"	U";704;409;1;408;2;406;295;66;;;22;0;0;1;;266;0;0;0;41;2;;0;8;0
Gipuzkoa;HERNANI;40;1;2;"	A";463;292;;292;2;290;171;80;;;17;1;0;2;;163;2;1;0;14;7;;0;3;0
Gipuzkoa;HERNANI;40;1;2;"	B";467;285;2;283;2;281;182;75;;;18;1;0;0;;158;1;0;0;18;7;;0;3;0
Gipuzkoa;HERNANI;40;1;3;"	U";821;494;4;490;1;489;327;140;;;23;2;0;2;;272;1;0;0;41;5;;0;2;1
Gipuzkoa;HERNANI;40;1;4;"	A";690;383;;383;5;378;307;105;;;38;0;0;0;;174;2;1;0;51;5;;0;2;0
Gipuzkoa;HERNANI;40;1;4;"	B";664;353;1;352;1;351;311;94;;;58;3;0;3;;136;6;0;0;41;9;;0;1;0
Gipuzkoa;HERNANI;40;1;5;"	A";649;348;1;347;7;340;301;88;;;38;0;0;1;;149;4;1;0;43;10;;0;5;1
Gipuzkoa;HERNANI;40;1;5;"	B";586;295;;295;2;293;291;85;;;46;0;1;0;;114;1;0;0;30;11;;0;4;1
Gipuzkoa;HERNANI;40;1;6;"	U";681;355;5;350;4;346;326;112;;;56;5;0;1;;136;1;2;0;17;11;;0;5;0
Gipuzkoa;HERNANI;40;1;7;"	A";506;252;3;249;2;247;254;50;;;18;4;0;0;;132;2;0;0;29;5;;0;6;1
Gipuzkoa;HERNANI;40;1;7;"	B";551;275;4;271;2;269;276;63;;;41;2;0;0;;122;2;0;1;27;8;;0;3;0
Gipuzkoa;HERNANI;40;1;8;"	U";853;384;4;380;3;377;469;112;;;48;3;0;1;;163;3;0;0;38;5;;0;4;0
Gipuzkoa;HERNANI;40;1;9;"	U";471;280;;280;5;275;191;61;;;0;3;0;0;;207;0;0;0;3;0;;0;1;0
Gipuzkoa;HERNANI;40;1;10;"	A";751;427;2;425;3;422;324;127;;;21;1;0;0;;243;1;0;0;21;5;;0;2;1
Gipuzkoa;HERNANI;40;1;10;"	B";721;382;1;381;6;375;339;111;;;23;2;0;0;;193;1;0;0;28;15;;0;2;0
Gipuzkoa;HERNANI;40;1;11;"	U";700;367;2;365;3;362;333;69;;;58;2;0;2;;144;2;0;0;56;26;;0;2;1
Gipuzkoa;HERNANI;40;1;12;"	U";736;417;;417;5;412;319;117;;;30;1;0;3;;209;5;0;0;35;7;;0;5;0
Gipuzkoa;HERNANI;40;1;13;"	A";863;450;;450;3;447;413;105;;;64;0;0;2;;220;3;0;0;38;14;;0;1;0
Gipuzkoa;HERNANI;40;1;13;"	B";818;435;2;433;2;431;383;100;;;78;0;0;1;;189;2;0;1;48;11;;0;1;0
Gipuzkoa;HERNANI;40;1;14;"	U";681;281;1;280;9;271;400;82;;;40;2;0;2;;115;5;0;0;21;4;;0;0;0
Gipuzkoa;HERNANI;40;1;15;"	U";724;439;;439;2;437;285;139;;;25;1;0;2;;211;2;1;0;47;6;;0;1;2
Gipuzkoa;HERNANI;40;1;16;"	A";868;493;2;491;3;488;375;128;;;62;1;1;3;;225;4;1;0;42;15;;0;6;0
Gipuzkoa;HERNANI;40;1;16;"	B";830;441;4;437;6;431;389;122;;;57;2;0;2;;188;8;0;1;40;7;;0;4;0
Gipuzkoa;HERNIALDE;41;1;1;"	U";238;106;1;105;1;104;132;45;;;4;0;0;2;;47;0;0;0;3;0;;0;3;0
Gipuzkoa;HONDARRIBIA;36;1;1;"	A";595;321;4;317;2;315;274;117;;;35;2;1;0;;103;5;0;0;30;12;;1;8;1
Gipuzkoa;HONDARRIBIA;36;1;1;"	B";565;273;1;272;2;270;292;123;;;33;1;1;1;;76;1;0;1;22;7;;0;4;0
Gipuzkoa;HONDARRIBIA;36;1;2;"	A";539;300;;300;4;296;239;132;;;27;1;1;1;;87;2;0;0;27;11;;0;7;0
Gipuzkoa;HONDARRIBIA;36;1;2;"	B";568;326;;326;;326;242;146;;;25;2;0;0;;109;4;0;0;31;4;;0;5;0
Gipuzkoa;HONDARRIBIA;36;1;3;"	A";601;328;3;325;2;323;273;191;;;22;2;0;2;;73;4;0;0;19;10;;0;0;0
Gipuzkoa;HONDARRIBIA;36;1;3;"	B";549;324;3;321;5;316;225;176;;;18;3;0;0;;77;3;0;0;16;17;;0;5;1
Gipuzkoa;HONDARRIBIA;36;1;4;"	U";793;445;2;443;4;439;348;249;;;33;0;0;0;;105;1;0;2;21;25;;0;3;0
Gipuzkoa;HONDARRIBIA;36;1;5;"	A";627;367;1;366;4;362;260;205;;;32;4;0;4;;83;4;0;0;15;9;;0;5;1
Gipuzkoa;HONDARRIBIA;36;1;5;"	B";629;390;5;385;10;375;239;195;;;28;2;0;0;;102;6;0;1;25;15;;0;1;0
Gipuzkoa;HONDARRIBIA;36;1;6;"	A";544;289;1;288;5;283;255;111;;;23;2;0;2;;100;3;0;0;29;5;;0;6;2
Gipuzkoa;HONDARRIBIA;36;1;6;"	B";649;356;4;352;2;350;293;147;;;33;6;1;2;;110;3;0;0;35;4;;0;9;0
Gipuzkoa;HONDARRIBIA;36;1;7;"	A";724;308;1;307;2;305;416;148;;;35;0;0;1;;52;13;0;0;24;25;;1;5;1
Gipuzkoa;HONDARRIBIA;36;1;7;"	B";647;284;1;283;2;281;363;141;;;37;4;0;0;;48;7;0;0;9;32;;0;3;0
Gipuzkoa;HONDARRIBIA;36;1;8;"	A";597;332;6;326;1;325;265;169;;;28;0;0;1;;79;5;0;0;16;22;;0;5;0
Gipuzkoa;HONDARRIBIA;36;1;8;"	B";664;345;3;342;7;335;319;181;;;34;1;0;2;;67;6;0;0;19;21;;0;3;1
Gipuzkoa;HONDARRIBIA;36;1;9;"	A";459;277;1;276;;276;182;162;;;14;0;1;0;;47;2;0;0;21;28;;0;1;0
Gipuzkoa;HONDARRIBIA;36;1;9;"	B";514;316;1;315;6;309;198;165;;;25;1;1;0;;69;4;0;0;15;26;;0;3;0
Gipuzkoa;HONDARRIBIA;36;1;10;"	U";554;241;;241;4;237;313;83;;;51;0;0;0;;56;7;1;1;23;12;;0;2;1
Gipuzkoa;HONDARRIBIA;36;1;11;"	A";849;476;;476;4;472;373;208;;;34;2;0;0;;171;2;1;0;41;6;;0;7;0
Gipuzkoa;HONDARRIBIA;36;1;11;"	B";812;440;3;437;3;434;372;196;;;32;1;0;0;;135;6;1;0;44;12;;0;5;2
Gipuzkoa;HONDARRIBIA;36;1;12;"	U";766;450;3;447;6;441;316;219;;;57;1;0;1;;87;4;0;1;39;26;;0;4;2
Gipuzkoa;IBARRA;42;1;1;"	A";614;313;1;312;3;309;301;115;;;37;0;0;0;;129;2;0;0;20;5;;0;1;0
Gipuzkoa;IBARRA;42;1;1;"	B";569;281;2;279;2;277;288;91;;;33;2;0;0;;125;2;0;0;19;3;;0;1;1
Gipuzkoa;IBARRA;42;1;2;"	A";589;294;1;293;3;290;295;86;;;31;2;0;1;;145;1;0;0;16;3;;0;2;3
Gipuzkoa;IBARRA;42;1;2;"	B";551;272;2;270;3;267;279;73;;;32;0;0;3;;129;2;0;0;20;6;;0;2;0
Gipuzkoa;IBARRA;42;1;3;"	U";875;474;2;472;2;470;401;203;;;29;1;0;0;;192;1;1;0;25;11;;0;6;1
Gipuzkoa;IDIAZABAL;43;1;1;"	A";579;381;1;380;4;376;198;180;;;8;0;0;2;;178;1;0;0;3;3;;0;1;0
Gipuzkoa;IDIAZABAL;43;1;1;"	B";521;353;2;351;6;345;168;184;;;10;0;0;1;;136;1;0;0;6;7;;0;0;0
Gipuzkoa;IDIAZABAL;43;1;1;"	C";609;363;;363;3;360;246;167;;;5;2;0;1;;173;0;0;0;4;6;;0;1;1
