TH;AMBITO;CODMUN;DISTRITO;SECCION;MESA;CENSO;VOTOS;NULOS;VALIDOS;BLANCOS;VOTOS_CANDIDATOS;ABSTENCION;EAJ-PNV;EH BILDU;PSE-EE/PSOE;PP;SUMAR;PODEMOS-AHAL DUGU - ALIANZA VERDE;VOX;PACMA;EB-AZ;PUM+J;IZAN;PCTE / ELAK;PH;O.E.
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;6;29;"	U";1162;716;7;709;8;701;446;229;196;96;104;26;21;10;11;5;1;2;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;6;30;"	U";1218;754;3;751;11;740;464;252;240;97;84;28;15;14;4;5;0;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;1;"	A";688;362;6;356;7;349;326;90;71;114;26;14;11;1;11;1;1;9;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;1;"	B";721;392;3;389;1;388;329;91;84;133;34;18;11;12;1;1;2;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;2;"	A";664;373;;373;5;368;291;83;97;131;26;11;5;8;4;2;0;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;2;"	B";635;359;;359;2;357;276;87;71;122;39;14;6;8;7;0;0;3;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;3;"	U";1112;681;3;678;4;674;431;206;206;88;98;35;19;9;5;5;1;2;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;4;"	U";615;348;3;345;3;342;267;69;149;58;16;27;10;7;5;1;0;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;5;"	U";990;538;6;532;7;525;452;112;242;88;19;28;19;9;5;2;0;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;6;"	U";1181;721;6;715;6;709;460;180;259;147;45;29;24;12;5;2;1;5;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;7;"	A";606;346;1;345;3;342;260;92;124;65;30;18;4;5;1;2;0;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;7;"	B";600;355;;355;4;351;245;91;112;72;25;18;11;14;3;3;1;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;8;"	U";634;338;1;337;9;328;296;77;133;49;27;13;11;11;2;4;0;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;9;"	U";578;300;;300;4;296;278;78;116;56;24;14;4;2;2;0;0;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;10;"	U";907;565;1;564;5;559;342;187;135;93;84;20;20;16;4;0;0;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;11;"	U";735;405;1;404;4;400;330;85;139;90;32;24;12;9;5;4;0;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;12;"	U";666;322;6;316;2;314;344;69;111;76;21;14;10;10;3;0;0;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;13;"	U";759;435;2;433;2;431;324;124;110;88;71;15;5;14;3;0;1;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;14;"	U";1078;544;3;541;16;525;534;145;156;104;44;32;15;17;6;5;0;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;15;"	A";725;440;;440;7;433;285;131;122;84;36;16;12;18;11;3;0;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;15;"	B";692;402;;402;7;395;290;110;109;84;43;22;9;10;1;5;1;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;16;"	U";764;413;7;406;10;396;351;103;130;94;35;12;7;9;2;1;2;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;17;"	U";1225;649;6;643;12;631;576;144;189;170;48;31;21;18;5;3;2;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;18;"	A";910;463;3;460;3;457;447;109;146;128;33;13;6;13;6;2;1;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;18;"	B";942;476;5;471;6;465;466;112;142;129;26;18;14;16;5;1;0;2;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;19;"	A";637;333;4;329;5;324;304;80;72;103;31;11;6;7;7;4;2;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;19;"	B";640;335;4;331;4;327;305;80;50;139;30;8;4;9;4;3;0;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;20;"	A";767;388;;388;5;383;379;102;133;69;33;16;9;11;4;2;2;2;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;20;"	B";753;395;2;393;7;386;358;98;129;67;39;21;10;19;0;2;1;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;22;"	A";632;348;4;344;4;340;284;66;88;121;19;14;13;12;4;1;1;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;22;"	B";603;348;;348;8;340;255;88;80;98;23;25;9;10;4;0;1;2;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;23;"	U";1040;507;4;503;3;500;533;119;234;58;31;22;11;10;10;2;2;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;24;"	A";577;303;4;299;2;297;274;71;69;86;29;20;12;6;2;1;1;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;24;"	B";620;323;3;320;4;316;297;77;77;98;33;18;5;6;2;0;0;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;26;"	U";642;338;2;336;2;334;304;105;86;80;26;15;8;9;2;0;0;3;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;27;"	A";810;455;3;452;1;451;355;97;201;85;30;16;11;9;1;0;0;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;27;"	B";831;516;2;514;6;508;315;113;209;92;40;22;13;11;3;3;1;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;28;"	U";889;510;6;504;11;493;379;123;156;124;31;23;11;7;5;11;2;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;30;"	U";1059;559;3;556;12;544;500;135;162;139;48;33;12;12;3;0;0;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;31;"	A";772;473;2;471;2;469;299;117;123;99;61;27;18;16;7;1;0;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;31;"	B";792;484;4;480;5;475;308;112;130;103;59;28;13;21;9;0;0;0;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;32;"	U";690;412;1;411;3;408;278;94;77;151;40;22;9;10;4;0;0;1;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;33;"	A";807;494;5;489;8;481;313;119;190;79;33;23;19;3;8;5;0;2;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;33;"	B";787;461;3;458;7;451;326;104;159;88;42;23;16;8;5;4;0;2;;;
Gipuzkoa;DONOSTIA/SAN SEBASTI?N;69;7;34;"	U";777;523;3;520;5;515;254;121;210;113;26;18;20;0;3;1;2;1;;;
Gipuzkoa;EIBAR;30;1;1;"	A";698;505;4;501;4;497;193;184;131;120;19;18;11;8;1;2;0;3;;;
Gipuzkoa;EIBAR;30;1;1;"	B";704;476;;476;3;473;228;197;132;86;32;9;9;6;1;1;0;0;;;
Gipuzkoa;EIBAR;30;1;2;"	A";494;331;1;330;1;329;163;109;121;59;14;11;7;2;4;1;1;0;;;
Gipuzkoa;EIBAR;30;1;2;"	B";508;337;;337;1;336;171;119;91;80;17;16;8;2;1;2;0;0;;;
Gipuzkoa;EIBAR;30;1;3;"	U";789;546;7;539;7;532;243;182;193;99;27;14;8;3;5;0;1;0;;;
Gipuzkoa;EIBAR;30;1;4;"	A";571;343;1;342;4;338;228;80;126;78;22;8;11;3;1;1;0;8;;;
Gipuzkoa;EIBAR;30;1;4;"	B";576;307;2;305;3;302;269;75;91;86;25;10;6;3;2;2;0;2;;;
Gipuzkoa;EIBAR;30;1;5;"	A";478;278;2;276;3;273;200;64;86;85;10;9;7;10;1;0;0;1;;;
Gipuzkoa;EIBAR;30;1;5;"	B";489;292;;292;6;286;197;43;96;95;19;11;8;7;2;2;2;1;;;
Gipuzkoa;EIBAR;30;2;1;"	U";820;516;3;513;4;509;304;127;243;89;5;17;17;7;2;2;0;0;;;
Gipuzkoa;EIBAR;30;2;2;"	A";448;244;2;242;9;233;204;66;73;53;17;10;13;0;1;0;0;0;;;
Gipuzkoa;EIBAR;30;2;2;"	B";441;226;2;224;2;222;215;43;72;64;21;10;5;4;1;2;0;0;;;
Gipuzkoa;EIBAR;30;2;3;"	A";434;265;2;263;6;257;169;42;51;121;20;8;7;5;1;2;0;0;;;
Gipuzkoa;EIBAR;30;2;3;"	B";450;268;;268;2;266;182;49;33;139;31;6;2;4;1;1;0;0;;;
Gipuzkoa;EIBAR;30;2;4;"	A";482;263;;263;;263;219;46;86;77;19;9;15;8;1;1;0;1;;;
Gipuzkoa;EIBAR;30;2;4;"	B";455;258;1;257;2;255;197;64;70;76;18;11;8;3;3;0;1;1;;;
Gipuzkoa;EIBAR;30;2;5;"	A";446;294;1;293;3;290;152;90;114;55;12;10;6;0;1;2;0;0;;;
Gipuzkoa;EIBAR;30;2;5;"	B";443;294;;294;;294;149;84;100;57;21;21;7;2;2;0;0;0;;;
Gipuzkoa;EIBAR;30;3;1;"	A";614;340;1;339;5;334;274;70;127;89;11;13;9;5;2;3;2;3;;;
Gipuzkoa;EIBAR;30;3;1;"	B";621;343;;343;3;340;278;78;123;98;12;15;7;6;0;0;0;1;;;
Gipuzkoa;EIBAR;30;3;3;"	U";718;475;2;473;6;467;243;134;202;86;19;10;9;6;0;0;1;0;;;
Gipuzkoa;EIBAR;30;3;4;"	U";593;396;3;393;3;390;197;129;132;77;24;6;8;5;2;3;1;3;;;
Gipuzkoa;EIBAR;30;4;1;"	A";428;286;;286;9;277;142;65;109;68;7;12;10;4;0;1;0;1;;;
Gipuzkoa;EIBAR;30;4;1;"	B";429;251;1;250;;250;178;56;92;69;9;0;9;2;1;0;0;12;;;
Gipuzkoa;EIBAR;30;4;2;"	U";797;519;;519;5;514;278;178;180;84;38;12;11;7;2;1;1;0;;;
Gipuzkoa;EIBAR;30;4;3;"	A";509;360;4;356;2;354;149;167;94;53;22;6;4;2;3;1;0;2;;;
Gipuzkoa;EIBAR;30;4;3;"	B";503;342;;342;3;339;161;167;82;49;21;1;8;9;1;1;0;0;;;
Gipuzkoa;EIBAR;30;4;4;"	U";514;366;;366;4;362;148;143;98;65;25;14;9;5;0;3;0;0;;;
Gipuzkoa;EIBAR;30;4;5;"	U";773;450;1;449;6;443;323;127;162;95;17;21;12;5;1;2;1;0;;;
Gipuzkoa;EIBAR;30;4;6;"	U";694;453;1;452;1;451;241;159;158;83;21;8;5;11;2;2;1;1;;;
Gipuzkoa;EIBAR;30;5;1;"	A";475;288;1;287;4;283;187;84;95;63;15;8;8;4;1;3;1;1;;;
Gipuzkoa;EIBAR;30;5;1;"	B";511;307;1;306;5;301;204;80;97;91;18;7;5;2;0;1;0;0;;;
Gipuzkoa;EIBAR;30;5;2;"	U";658;476;2;474;1;473;182;181;153;83;34;12;4;3;2;0;1;0;;;
Gipuzkoa;EIBAR;30;5;3;"	A";531;305;2;303;4;299;226;97;88;73;16;0;4;7;1;0;1;12;;;
Gipuzkoa;EIBAR;30;5;3;"	B";594;331;1;330;5;325;263;90;89;104;26;5;3;4;2;0;1;1;;;
Gipuzkoa;EIBAR;30;5;4;"	A";443;255;7;248;2;246;188;70;81;45;23;6;12;3;4;1;0;1;;;
Gipuzkoa;EIBAR;30;5;4;"	B";426;245;;245;2;243;181;67;74;54;29;10;5;3;0;0;0;1;;;
Gipuzkoa;ELDUAIN;31;1;1;"	U";185;103;;103;2;101;82;31;69;1;0;0;0;0;0;0;0;0;;;
Gipuzkoa;ELGETA;33;1;1;"	U";861;605;3;602;5;597;256;175;354;26;10;12;9;2;5;2;0;2;;;
Gipuzkoa;ELGOIBAR;32;1;1;"	A";530;337;2;335;1;334;193;120;144;39;14;8;1;3;1;1;1;2;;;
Gipuzkoa;ELGOIBAR;32;1;1;"	B";560;336;4;332;2;330;224;120;127;42;15;9;13;2;1;0;0;1;;;
Gipuzkoa;ELGOIBAR;32;1;2;"	A";403;257;5;252;3;249;146;87;120;23;5;5;4;1;3;0;1;0;;;
Gipuzkoa;ELGOIBAR;32;1;2;"	B";417;259;;259;2;257;158;99;106;38;6;2;4;2;0;0;0;0;;;
Gipuzkoa;ELGOIBAR;32;1;3;"	A";199;112;;112;2;110;87;28;54;10;9;1;5;2;0;0;0;1;;;
Gipuzkoa;ELGOIBAR;32;1;3;"	B";632;441;;441;6;435;191;219;154;41;11;2;2;4;1;1;0;0;;;
Gipuzkoa;ELGOIBAR;32;1;3;"	C";573;388;;388;2;386;185;178;150;31;11;4;4;4;2;1;0;1;;;
Gipuzkoa;ELGOIBAR;32;1;4;"	U";564;350;3;347;4;343;214;170;114;34;6;7;3;3;0;2;1;3;;;
Gipuzkoa;ELGOIBAR;32;1;5;"	A";489;331;;331;3;328;158;153;135;23;9;2;5;1;0;0;0;0;;;
Gipuzkoa;ELGOIBAR;32;1;5;"	B";478;300;;300;1;299;178;133;109;29;15;4;5;0;0;2;0;2;;;
Gipuzkoa;ELGOIBAR;32;1;6;"	U";892;501;4;497;;497;391;132;214;79;19;15;18;9;4;1;0;6;;;
Gipuzkoa;ELGOIBAR;32;1;7;"	A";479;348;;348;2;346;131;151;138;27;18;2;5;0;1;2;1;1;;;
Gipuzkoa;ELGOIBAR;32;1;7;"	B";560;406;4;402;1;401;154;164;167;35;18;7;5;1;3;0;1;0;;;
Gipuzkoa;ELGOIBAR;32;1;8;"	A";421;266;;266;4;262;155;96;98;48;10;1;4;3;2;0;0;0;;;
Gipuzkoa;ELGOIBAR;32;1;8;"	B";450;286;1;285;2;283;164;74;106;62;11;12;6;9;0;3;0;0;;;
Gipuzkoa;ELGOIBAR;32;1;10;"	A";449;293;5;288;;288;156;118;115;28;11;11;3;1;0;0;0;1;;;
Gipuzkoa;ELGOIBAR;32;1;10;"	B";450;279;3;276;2;274;171;120;98;37;4;8;3;1;1;0;0;2;;;
Gipuzkoa;ERRENTERIA;67;1;1;"	U";554;345;1;344;1;343;209;60;210;24;11;13;15;5;4;0;0;1;;;
Gipuzkoa;ERRENTERIA;67;1;2;"	A";588;360;5;355;;355;228;64;162;71;22;19;8;6;2;1;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;2;"	B";580;360;2;358;3;355;220;64;162;67;19;19;11;8;1;2;0;2;;;
Gipuzkoa;ERRENTERIA;67;1;3;"	U";669;408;;408;5;403;261;82;224;37;11;20;18;6;4;1;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;4;"	A";846;467;;467;4;463;379;110;180;94;23;30;16;4;5;1;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;4;"	B";842;488;3;485;5;480;354;121;186;79;32;32;17;5;4;3;0;1;;;
Gipuzkoa;ERRENTERIA;67;1;5;"	A";672;407;3;404;4;400;265;76;230;37;15;16;10;6;6;3;1;0;;;
Gipuzkoa;ERRENTERIA;67;1;5;"	B";676;414;2;412;4;408;262;79;231;45;11;19;12;3;5;2;1;0;;;
Gipuzkoa;ERRENTERIA;67;1;6;"	A";830;564;1;563;6;557;266;138;282;79;22;21;7;5;1;0;0;2;;;
Gipuzkoa;ERRENTERIA;67;1;6;"	B";789;515;2;513;3;510;274;117;238;85;33;12;12;6;5;0;1;1;;;
Gipuzkoa;ERRENTERIA;67;1;7;"	U";737;382;6;376;2;374;355;71;115;106;32;20;14;9;3;3;0;1;;;
Gipuzkoa;ERRENTERIA;67;1;8;"	U";645;312;2;310;2;308;333;56;115;75;23;15;8;6;6;3;0;1;;;
Gipuzkoa;ERRENTERIA;67;1;9;"	A";642;385;;385;8;377;257;87;194;36;26;8;13;5;4;3;0;1;;;
Gipuzkoa;ERRENTERIA;67;1;9;"	B";569;339;1;338;4;334;230;79;165;42;15;8;8;11;3;1;1;1;;;
Gipuzkoa;ERRENTERIA;67;1;10;"	U";508;293;1;292;4;288;215;45;149;50;7;19;10;3;3;0;0;2;;;
Gipuzkoa;ERRENTERIA;67;1;13;"	U";708;379;1;378;3;375;329;75;167;74;19;13;15;8;1;1;1;1;;;
Gipuzkoa;ERRENTERIA;67;1;14;"	A";450;239;;239;4;235;211;64;77;49;19;12;6;3;3;1;0;1;;;
Gipuzkoa;ERRENTERIA;67;1;14;"	B";491;230;2;228;1;227;261;49;86;55;15;7;4;3;6;2;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;15;"	U";802;348;4;344;4;340;454;75;89;109;28;15;8;13;0;1;1;1;;;
Gipuzkoa;ERRENTERIA;67;1;16;"	U";558;287;2;285;5;280;271;54;71;92;30;18;8;5;2;0;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;17;"	U";683;390;2;388;2;386;293;71;207;54;16;16;9;9;3;1;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;18;"	U";667;353;2;351;7;344;314;108;199;19;9;4;2;2;0;0;1;0;;;
Gipuzkoa;ERRENTERIA;67;1;19;"	A";794;432;5;427;7;420;362;79;177;99;19;22;8;7;5;4;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;19;"	B";815;436;3;433;;433;379;87;166;106;27;9;14;11;8;2;1;2;;;
Gipuzkoa;ERRENTERIA;67;1;20;"	A";443;285;;285;2;283;158;52;176;20;11;9;8;4;2;0;0;1;;;
Gipuzkoa;ERRENTERIA;67;1;20;"	B";493;298;2;296;1;295;195;68;160;36;10;10;5;1;4;1;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;22;"	A";692;427;1;426;2;424;265;79;209;83;18;10;13;8;3;1;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;22;"	B";703;455;1;454;5;449;248;76;227;79;26;16;11;7;6;1;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;23;"	A";479;283;2;281;2;279;196;58;108;53;26;15;11;4;4;0;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;23;"	B";460;252;;252;3;249;208;51;87;55;22;17;10;6;1;0;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;24;"	A";439;237;1;236;2;234;202;58;66;71;20;6;4;7;1;0;0;1;;;
Gipuzkoa;ERRENTERIA;67;1;24;"	B";477;255;;255;1;254;222;52;60;85;23;16;8;8;2;0;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;25;"	A";488;272;2;270;4;266;216;60;77;75;16;17;16;5;0;0;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;25;"	B";443;233;2;231;5;226;210;54;70;68;15;8;5;3;1;1;0;1;;;
Gipuzkoa;ERRENTERIA;67;1;26;"	A";618;317;5;312;1;311;301;78;76;96;27;7;12;10;5;0;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;26;"	B";578;289;3;286;2;284;289;69;51;106;30;11;12;3;0;2;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;27;"	A";635;321;2;319;3;316;314;72;66;116;39;12;4;4;2;1;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;27;"	B";677;367;4;363;7;356;310;96;88;117;27;15;3;6;1;2;1;0;;;
Gipuzkoa;ERRENTERIA;67;1;28;"	A";711;389;2;387;2;385;322;87;133;97;26;10;18;5;7;0;0;2;;;
Gipuzkoa;ERRENTERIA;67;1;28;"	B";745;391;3;388;1;387;354;75;136;92;29;26;15;5;8;0;1;0;;;
Gipuzkoa;ERRENTERIA;67;1;29;"	A";736;348;1;347;3;344;388;72;104;95;37;13;9;8;2;4;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;29;"	B";656;333;3;330;7;323;323;58;113;82;27;24;9;4;2;4;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;30;"	U";833;526;1;525;5;520;307;138;216;96;28;18;17;4;2;1;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;32;"	U";584;303;5;298;4;294;281;66;83;99;24;6;4;6;4;2;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;34;"	U";549;309;1;308;4;304;240;54;144;47;19;13;10;10;3;4;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;35;"	U";600;429;;429;5;424;171;109;217;65;6;13;10;0;0;3;0;1;;;
Gipuzkoa;ERRENTERIA;67;1;36;"	A";693;444;;444;6;438;249;107;171;94;18;36;8;4;0;0;0;0;;;
Gipuzkoa;ERRENTERIA;67;1;36;"	B";677;426;1;425;7;418;251;127;143;91;13;30;7;7;0;0;0;0;;;
Gipuzkoa;ERREZIL;66;1;1;"	U";451;285;3;282;3;279;166;78;196;0;0;2;2;1;0;0;0;0;;;
Gipuzkoa;ESKORIATZA;34;1;1;"	A";822;509;3;506;6;500;313;190;225;47;8;14;10;5;0;1;0;0;;;
Gipuzkoa;ESKORIATZA;34;1;1;"	B";788;442;;442;3;439;346;157;161;65;16;24;9;4;2;0;0;1;;;
Gipuzkoa;ESKORIATZA;34;1;2;"	A";838;562;3;559;3;556;276;153;339;33;8;9;8;1;2;1;0;2;;;
Gipuzkoa;ESKORIATZA;34;1;2;"	B";783;468;2;466;4;462;315;150;245;25;11;17;7;1;1;1;1;3;;;
Gipuzkoa;EZKIO-ITSASO;35;1;1;"	U";465;317;;317;8;309;148;108;171;10;0;12;3;3;0;0;0;2;;;
Gipuzkoa;GABIRIA;38;1;1;"	U";407;272;1;271;2;269;135;81;172;8;2;0;5;0;0;1;0;0;;;
Gipuzkoa;GAINTZA;37;1;1;"	U";101;56;1;55;3;52;45;20;29;1;0;0;2;0;0;0;0;0;;;
Gipuzkoa;GAZTELU;907;1;1;"	U";125;78;2;76;1;75;47;23;44;1;0;0;6;0;1;0;0;0;;;
Gipuzkoa;GETARIA;39;1;1;"	U";756;556;3;553;9;544;200;188;317;15;3;6;4;1;0;9;1;0;;;
Gipuzkoa;GETARIA;39;1;2;"	A";708;539;7;532;3;529;169;210;294;7;3;8;4;1;1;0;1;0;;;
Gipuzkoa;GETARIA;39;1;2;"	B";698;535;2;533;1;532;163;218;290;14;1;1;5;1;1;1;0;0;;;
Gipuzkoa;HERNANI;40;1;1;"	U";687;451;3;448;5;443;236;73;304;32;4;7;18;0;1;1;0;3;;;
Gipuzkoa;HERNANI;40;1;2;"	A";455;284;;284;;284;171;82;170;19;3;5;2;0;1;1;1;0;;;
Gipuzkoa;HERNANI;40;1;2;"	B";459;291;;291;3;288;168;73;165;21;8;7;12;0;2;0;0;0;;;
Gipuzkoa;HERNANI;40;1;3;"	U";775;517;5;512;6;506;258;129;304;27;8;15;16;1;4;0;1;1;;;
Gipuzkoa;HERNANI;40;1;4;"	A";694;425;2;423;8;415;269;86;223;50;11;21;17;4;3;0;0;0;;;
Gipuzkoa;HERNANI;40;1;4;"	B";656;406;;406;2;404;250;94;186;65;12;23;14;5;3;1;0;1;;;
Gipuzkoa;HERNANI;40;1;5;"	A";626;393;1;392;4;388;233;89;200;38;14;13;26;5;1;1;1;0;;;
Gipuzkoa;HERNANI;40;1;5;"	B";615;358;5;353;5;348;257;82;154;59;15;12;19;3;1;1;1;1;;;
Gipuzkoa;HERNANI;40;1;6;"	U";666;396;2;394;3;391;270;102;181;64;10;10;11;7;0;3;1;2;;;
Gipuzkoa;HERNANI;40;1;7;"	A";526;295;4;291;1;290;231;47;180;30;9;10;6;3;2;2;1;0;;;
Gipuzkoa;HERNANI;40;1;7;"	B";568;294;;294;7;287;274;60;161;40;9;6;3;2;2;2;1;1;;;
Gipuzkoa;HERNANI;40;1;8;"	U";890;465;4;461;1;460;425;126;237;43;14;14;13;4;5;1;1;2;;;
Gipuzkoa;HERNANI;40;1;9;"	U";494;315;;315;1;314;179;50;249;4;2;0;3;0;4;2;0;0;;;
Gipuzkoa;HERNANI;40;1;10;"	A";747;471;3;468;2;466;276;133;272;25;4;7;11;5;3;3;2;1;;;
Gipuzkoa;HERNANI;40;1;10;"	B";727;405;4;401;7;394;322;107;228;24;8;5;13;3;1;3;2;0;;;
Gipuzkoa;HERNANI;40;1;11;"	U";684;373;3;370;1;369;311;86;153;57;22;21;24;3;0;2;0;1;;;
Gipuzkoa;HERNANI;40;1;12;"	U";724;465;;465;2;463;259;101;259;45;16;13;22;3;3;1;0;0;;;
Gipuzkoa;HERNANI;40;1;13;"	A";879;540;3;537;4;533;339;132;269;71;19;19;12;6;2;2;1;0;;;
Gipuzkoa;HERNANI;40;1;13;"	B";809;489;5;484;3;481;320;94;242;77;17;24;14;6;3;0;0;4;;;
Gipuzkoa;HERNANI;40;1;14;"	U";655;331;;331;4;327;324;81;145;55;12;14;9;7;4;0;0;0;;;
Gipuzkoa;HERNANI;40;1;15;"	U";741;497;1;496;1;495;244;133;261;32;18;19;25;4;1;1;0;1;;;
Gipuzkoa;HERNANI;40;1;16;"	A";856;525;2;523;5;518;331;119;246;70;29;25;21;7;0;1;0;0;;;
Gipuzkoa;HERNANI;40;1;16;"	B";829;525;2;523;5;518;304;123;246;79;26;18;16;8;0;0;2;0;;;
Gipuzkoa;HERNIALDE;41;1;1;"	U";260;144;;144;1;143;116;59;76;2;0;1;0;3;0;1;0;1;;;
Gipuzkoa;HONDARRIBIA;36;1;1;"	A";579;340;3;337;6;331;239;120;132;43;17;10;3;4;0;0;2;0;;;
Gipuzkoa;HONDARRIBIA;36;1;1;"	B";569;329;3;326;2;324;240;124;120;36;17;14;4;5;2;0;1;1;;;
Gipuzkoa;HONDARRIBIA;36;1;2;"	A";507;332;1;331;5;326;175;131;114;39;15;14;7;1;2;3;0;0;;;
Gipuzkoa;HONDARRIBIA;36;1;2;"	B";541;370;4;366;3;363;171;132;158;35;13;6;10;4;2;2;0;1;;;
Gipuzkoa;HONDARRIBIA;36;1;3;"	A";619;402;;402;7;395;217;199;113;35;24;10;4;5;3;1;0;1;;;
Gipuzkoa;HONDARRIBIA;36;1;3;"	B";559;355;3;352;5;347;204;169;117;31;14;6;5;1;1;3;0;0;;;
Gipuzkoa;HONDARRIBIA;36;1;4;"	U";839;560;3;557;4;553;279;290;165;41;24;21;6;0;2;3;1;0;;;
Gipuzkoa;HONDARRIBIA;36;1;5;"	A";597;407;3;404;6;398;190;187;149;31;13;7;3;2;1;3;2;0;;;
Gipuzkoa;HONDARRIBIA;36;1;5;"	B";617;433;1;432;4;428;184;213;133;44;18;11;5;3;0;0;0;1;;;
Gipuzkoa;HONDARRIBIA;36;1;6;"	A";650;416;1;415;5;410;234;143;179;36;11;16;14;7;1;2;1;0;;;
Gipuzkoa;HONDARRIBIA;36;1;6;"	B";634;375;;375;5;370;259;139;152;35;10;13;10;5;0;2;2;2;;;
Gipuzkoa;HONDARRIBIA;36;1;7;"	A";688;351;3;348;5;343;337;151;71;44;48;9;5;13;1;0;1;0;;;
Gipuzkoa;HONDARRIBIA;36;1;7;"	B";643;344;1;343;3;340;299;137;82;50;47;7;5;9;2;0;1;0;;;
Gipuzkoa;HONDARRIBIA;36;1;8;"	A";625;389;1;388;1;387;236;181;115;36;33;7;8;4;1;1;0;1;;;
Gipuzkoa;HONDARRIBIA;36;1;8;"	B";659;431;3;428;5;423;228;227;100;41;27;14;5;6;2;0;1;0;;;
Gipuzkoa;HONDARRIBIA;36;1;9;"	A";456;312;1;311;1;310;144;151;84;21;35;5;10;1;1;0;0;2;;;
Gipuzkoa;HONDARRIBIA;36;1;9;"	B";515;336;1;335;2;333;179;153;90;40;27;9;5;5;1;1;2;0;;;
