TH;CODMUN;AMBITO;DISTRITO;SECCION;MESA;CENSO;VOTANTES;NULOS;VALIDOS;BLANCOS;VOTOS_CANDIDATOS;ABSTENCIONES;EAJ-PNV;PP;HB;U.AL.;EA;EB;PSE-EE/PSOE;CNPS
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;1;6;A;611;373;9;364;0;364;238;91;53;66;0;97;11;46;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;1;6;B;523;321;2;319;9;310;202;69;63;57;0;66;23;32;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;1;7;U;752;444;9;435;4;431;308;93;56;102;0;121;21;38;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;2;1;U;979;660;8;652;21;631;319;109;221;86;1;129;23;61;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;2;2;U;693;477;6;471;10;461;216;104;186;40;0;73;20;38;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;2;3;U;668;440;1;439;5;434;228;108;120;41;1;105;17;42;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;2;4;A;554;363;5;358;7;351;191;84;114;26;1;80;11;34;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;2;4;B;519;340;3;337;8;329;179;63;132;28;0;56;7;43;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;2;5;U;918;604;1;603;22;581;314;147;162;64;1;118;29;59;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;2;6;A;591;378;1;377;11;366;213;100;97;56;3;73;12;25;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;2;6;B;475;305;0;305;10;295;170;64;100;31;0;58;12;30;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;2;7;A;654;430;0;430;13;417;224;108;153;38;1;72;9;36;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;2;7;B;559;373;0;373;10;363;186;84;165;19;1;47;15;32;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;2;8;A;586;350;0;350;9;341;236;66;85;65;1;62;14;48;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;2;8;B;454;275;3;272;2;270;179;61;76;33;1;46;19;34;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;2;9;U;901;598;7;591;7;584;303;160;140;67;4;113;29;71;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;1;U;890;586;5;581;18;563;304;127;191;60;2;102;29;52;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;2;U;921;575;0;575;34;541;346;99;152;65;6;103;37;79;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;3;U;953;607;2;605;19;586;346;79;130;124;7;116;41;89;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;4;U;991;557;0;557;21;536;434;97;128;87;3;99;48;73;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;5;A;710;381;1;380;11;369;329;50;62;90;1;54;33;79;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;5;B;559;299;2;297;7;290;260;30;65;56;0;46;23;70;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;6;A;482;282;1;281;12;269;200;44;25;75;0;41;21;62;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;6;B;528;284;3;281;3;278;244;37;25;91;0;40;24;59;2
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;7;U;827;498;1;497;8;489;329;98;95;63;0;101;36;96;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;8;U;733;450;6;444;9;435;283;86;97;96;1;72;26;56;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;9;A;615;397;2;395;8;387;218;70;156;37;1;65;19;39;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;9;B;473;310;1;309;10;299;163;35;133;33;0;34;29;34;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;10;A;599;393;1;392;9;383;206;71;153;31;0;59;20;49;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;10;B;540;364;1;363;6;357;176;50;148;25;5;69;26;33;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;11;A;753;477;2;475;15;460;276;85;169;56;0;57;28;64;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;11;B;682;427;6;421;10;411;255;76;111;40;3;64;35;82;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;12;A;738;503;1;502;21;481;235;98;222;18;2;60;24;57;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;12;B;645;440;0;440;20;420;205;47;209;12;3;64;32;52;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;13;A;679;405;3;402;14;388;274;59;101;60;1;69;46;52;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;13;B;568;331;3;328;13;315;237;46;70;53;0;56;36;53;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;14;A;532;281;5;276;5;271;251;45;58;55;1;45;17;49;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;14;B;560;298;0;298;6;292;262;43;48;45;1;53;27;75;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;14;U;920;517;13;504;0;504;403;86;123;76;0;88;44;86;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;15;A;623;381;3;378;25;353;242;79;107;25;1;54;20;67;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;15;B;554;358;0;358;17;341;196;54;106;31;3;75;21;51;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;15;U;840;500;0;500;21;479;340;96;139;45;2;96;42;59;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;16;A;574;389;0;389;15;374;185;91;100;61;2;47;24;47;2
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;16;B;464;315;1;314;8;306;149;67;109;25;1;42;22;40;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;17;A;830;535;1;534;13;521;295;122;133;66;0;96;39;65;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;17;B;811;526;2;524;19;505;285;88;151;61;2;90;37;76;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;18;A;942;514;0;514;19;495;428;105;114;59;2;110;44;61;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;18;B;811;463;2;461;13;448;348;91;126;51;1;80;46;52;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;19;U;950;540;0;540;8;532;410;83;132;69;3;92;44;109;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;20;A;756;396;2;394;13;381;360;75;54;66;1;86;27;72;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;20;B;625;298;0;298;10;288;327;56;35;45;0;47;31;74;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;21;A;899;481;5;476;14;462;418;51;69;102;3;89;39;109;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;21;B;841;423;5;418;15;403;418;47;66;78;1;66;44;99;2
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;22;U;673;350;6;344;10;334;323;49;47;86;0;44;42;58;8
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;23;U;623;295;2;293;7;286;328;51;35;44;0;55;26;75;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;24;A;751;473;5;468;10;458;278;132;122;22;2;73;35;72;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;24;B;591;401;2;399;16;383;190;92;106;37;2;60;31;55;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;25;A;929;596;4;592;21;571;333;140;147;61;3;96;44;79;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;25;B;768;485;0;485;11;474;283;101;125;44;4;85;38;77;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;26;A;574;385;0;385;11;374;189;92;88;40;2;70;23;59;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;26;B;521;327;0;327;14;313;194;65;85;38;0;52;22;51;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;27;A;789;491;1;490;14;476;298;85;108;59;3;105;47;69;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;3;27;B;681;442;2;440;18;422;239;70;109;41;1;73;59;68;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;1;A;621;398;3;395;11;384;223;92;104;55;1;59;23;50;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;1;B;511;295;2;293;13;280;216;40;105;36;0;45;14;40;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;2;A;537;349;1;348;16;332;188;64;114;43;0;62;17;31;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;2;B;526;313;0;313;9;304;213;49;99;33;0;45;29;49;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;3;A;634;403;1;402;15;387;231;78;96;49;1;81;25;56;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;3;B;504;336;0;336;9;327;168;49;93;55;0;56;20;54;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;4;A;593;376;3;373;21;352;217;74;118;37;1;64;21;36;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;4;B;512;358;5;353;7;346;154;63;105;31;3;72;31;41;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;5;U;740;472;1;471;18;453;268;79;137;62;0;91;19;65;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;6;U;956;594;4;590;16;574;362;108;151;89;0;101;49;76;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;7;A;925;488;1;487;19;468;437;84;105;87;3;74;36;78;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;7;B;790;450;1;449;8;441;340;82;70;95;2;69;41;82;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;8;A;923;419;0;419;6;413;504;44;40;128;2;67;47;85;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;8;B;968;466;1;465;8;457;502;40;62;133;2;65;64;90;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;9;A;576;298;0;298;5;293;278;34;47;76;3;46;40;47;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;9;B;536;297;0;297;2;295;239;41;50;72;3;27;41;61;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;10;A;511;317;4;313;11;302;194;54;70;54;3;45;19;57;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;10;B;464;280;0;280;4;276;184;58;57;43;0;42;25;50;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;11;U;993;538;2;536;8;528;455;78;63;131;1;83;64;105;3
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;12;A;772;468;5;463;12;451;304;75;57;109;2;84;32;92;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;12;B;742;433;3;430;7;423;309;63;58;97;0;55;31;119;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;13;U;983;533;0;533;13;520;450;39;96;153;2;68;52;108;2
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;14;A;653;344;8;336;10;326;309;49;53;74;1;45;31;73;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;14;B;602;301;0;301;5;296;301;40;61;65;0;44;21;65;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;15;A;699;378;2;376;8;368;321;57;56;80;0;68;28;78;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;15;B;655;346;0;346;9;337;309;45;40;71;1;61;41;77;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;16;U;972;495;2;493;9;484;477;51;68;143;2;58;40;122;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;17;A;737;393;2;391;3;388;344;64;70;92;1;65;25;71;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;17;B;693;360;2;358;5;353;333;39;73;82;0;42;36;80;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;18;A;593;324;1;323;5;318;269;47;53;69;1;42;39;67;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;18;B;717;404;0;404;8;396;313;45;64;89;2;45;56;95;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;4;19;U;945;514;6;508;9;499;431;69;97;121;0;78;55;79;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;1;A;625;373;2;371;14;357;252;76;87;51;0;79;15;49;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;1;B;602;375;0;375;12;363;227;67;76;45;3;81;34;56;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;2;A;781;446;4;442;17;425;335;77;54;88;0;97;40;69;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;2;B;691;412;0;412;11;401;279;67;67;88;0;77;28;74;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;3;A;575;336;4;332;14;318;239;70;59;42;0;69;24;54;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;3;B;486;296;0;296;13;283;190;62;61;47;1;44;23;45;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;4;U;1009;572;0;572;13;559;437;80;113;114;0;113;43;96;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;5;U;1023;548;1;547;15;532;475;143;99;74;0;108;35;72;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;6;U;992;587;5;582;10;572;405;89;80;137;1;124;57;84;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;7;U;896;475;2;473;18;455;421;62;44;169;0;53;48;79;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;8;A;893;547;5;542;23;519;346;114;104;84;0;109;40;68;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;8;B;832;510;1;509;15;494;322;68;127;86;1;103;48;61;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;9;A;639;381;0;381;14;367;258;92;77;57;0;74;21;46;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;9;B;526;316;2;314;10;304;210;73;71;34;0;52;29;45;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;10;A;592;363;1;362;19;343;229;77;69;63;0;64;33;37;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;10;B;500;310;3;307;12;295;190;53;43;59;1;59;24;56;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;11;U;735;443;3;440;19;421;292;91;93;68;0;77;23;69;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;12;A;709;446;4;442;12;430;263;88;145;51;1;77;30;38;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;12;B;654;406;0;406;19;387;248;62;154;41;1;65;24;40;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;13;A;615;333;1;332;17;315;282;68;62;73;0;44;38;30;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;13;B;552;309;0;309;13;296;243;49;67;71;1;51;17;40;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;14;A;733;423;1;422;12;410;310;72;82;95;1;96;23;41;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;5;14;B;605;343;1;342;6;336;262;44;87;92;1;68;18;26;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;1;U;1031;692;1;691;28;663;339;206;268;25;2;119;16;26;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;2;A;802;489;4;485;16;469;313;114;104;73;0;106;23;49;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;2;B;641;394;0;394;16;378;247;76;117;26;1;80;20;58;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;3;A;802;463;1;462;19;443;339;87;66;116;4;84;38;48;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;3;B;775;403;13;390;1;389;372;90;63;67;0;86;22;61;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;4;A;906;467;3;464;13;451;439;93;58;137;2;85;23;53;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;4;B;847;450;3;447;9;438;397;103;64;101;0;86;21;62;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;5;A;831;525;2;523;21;502;306;111;82;94;0;105;31;78;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;5;B;853;535;0;535;13;522;318;110;98;118;0;106;29;61;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;6;A;564;312;2;310;11;299;252;88;60;69;0;48;12;22;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;6;B;503;283;2;281;3;278;220;64;63;59;0;51;14;27;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;7;A;741;469;8;461;14;447;272;125;151;36;0;89;20;26;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;7;B;653;406;0;406;6;400;247;67;177;33;2;78;18;25;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;8;U;931;503;0;503;25;478;428;91;129;68;0;76;40;74;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;9;U;637;324;2;322;9;313;313;51;62;74;0;73;22;31;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;10;U;937;528;1;527;5;522;409;114;54;113;3;116;37;85;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;11;A;559;373;2;371;30;341;186;66;140;29;0;63;11;32;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;11;B;573;365;0;365;23;342;208;78;107;25;1;63;23;45;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;12;A;823;470;1;469;16;453;353;77;33;165;0;112;23;43;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;12;B;673;374;2;372;11;361;299;54;38;99;3;103;35;28;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;13;A;792;468;4;464;8;456;324;85;36;152;0;112;36;35;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;13;B;693;428;4;424;14;410;265;61;26;130;0;106;33;54;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;14;U;978;608;3;605;26;579;370;129;174;77;0;110;34;55;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;15;U;909;619;0;619;20;599;290;135;116;173;1;134;18;22;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;16;U;579;352;2;350;14;336;227;102;64;44;0;78;20;28;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;17;A;733;443;2;441;19;422;290;97;102;55;0;92;32;44;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;17;B;649;383;1;382;17;365;266;84;97;36;0;79;22;47;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;18;A;679;437;1;436;20;416;242;141;98;36;2;84;19;34;2
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;18;B;548;365;3;362;15;347;183;113;96;28;1;63;16;28;2
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;19;A;581;354;1;353;16;337;227;62;44;64;0;54;45;68;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;19;B;548;325;0;325;12;313;223;48;52;53;1;55;38;66;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;20;A;937;596;7;589;11;578;341;150;142;71;4;111;39;61;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;6;20;B;828;559;0;559;17;542;269;105;152;61;5;121;26;72;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;1;A;705;376;0;376;9;367;329;65;28;48;0;33;51;141;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;1;B;748;386;0;386;12;374;362;47;46;60;4;25;45;147;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;2;A;744;378;0;378;10;368;366;45;62;43;3;32;46;136;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;2;B;782;406;3;403;12;391;376;53;51;53;1;19;46;166;2
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;3;A;588;354;2;352;6;346;234;64;74;62;2;78;35;31;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;3;B;596;339;0;339;6;333;257;57;99;58;3;54;26;35;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;4;A;539;297;1;296;5;291;242;42;35;80;1;45;28;60;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;4;B;505;245;0;245;6;239;260;37;42;41;0;23;23;73;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;5;A;747;418;7;411;14;397;329;59;36;105;0;51;42;104;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;5;B;644;376;1;375;19;356;268;40;40;91;1;31;35;118;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;6;A;635;348;1;347;17;330;287;62;44;67;0;61;40;56;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;6;B;613;326;2;324;12;312;287;53;43;75;0;54;39;48;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;7;A;725;320;1;319;10;309;405;20;79;52;3;39;37;77;2
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;7;B;737;331;4;327;6;321;406;19;88;77;0;20;36;79;2
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;8;U;843;458;1;457;11;446;385;60;57;141;1;107;28;51;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;9;U;822;396;4;392;6;386;426;58;49;105;2;71;21;79;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;10;A;547;354;2;352;10;342;193;69;93;45;5;70;17;43;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;10;B;638;405;0;405;26;379;233;68;111;45;7;72;31;43;2
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;11;A;676;336;1;335;3;332;340;31;40;96;2;20;58;82;3
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;11;B;688;332;0;332;3;329;356;31;31;84;2;26;44;111;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;12;A;528;277;1;276;7;269;251;38;36;69;0;25;29;72;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;12;B;577;274;0;274;6;268;303;34;44;68;1;15;27;77;2
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;13;U;989;528;1;527;17;510;461;60;105;82;0;63;77;121;2
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;14;A;609;255;2;253;6;247;354;31;28;46;0;39;30;73;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;14;B;717;309;1;308;5;303;408;34;43;71;1;25;38;90;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;15;A;606;348;0;348;12;336;258;40;53;81;1;41;39;81;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;15;B;581;302;2;300;7;293;279;32;49;63;3;40;44;61;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;16;U;792;385;3;382;9;373;407;45;32;99;1;51;46;99;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;17;A;983;426;1;425;16;409;557;34;62;85;1;42;62;122;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;17;B;965;408;0;408;6;402;557;56;59;72;0;39;54;122;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;18;A;571;274;2;272;6;266;297;33;23;77;0;31;34;68;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;18;B;594;284;9;275;9;266;310;32;26;69;2;34;29;74;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;19;A;565;288;0;288;5;283;277;25;43;35;0;15;41;124;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;19;B;675;351;0;351;10;341;324;29;43;29;1;11;47;181;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;20;A;558;275;0;275;6;269;283;49;20;61;1;52;20;66;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;20;B;506;244;8;236;1;235;262;42;24;64;0;24;26;55;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;21;U;838;447;0;447;16;431;391;55;64;56;1;17;52;186;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;22;A;576;308;1;307;6;301;268;37;36;56;0;32;27;113;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;22;B;643;361;9;352;12;340;282;37;41;56;0;28;44;134;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;23;A;651;331;3;328;5;323;320;58;28;124;1;50;14;47;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;23;B;601;284;0;284;6;278;317;37;24;71;2;43;34;67;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;24;A;974;438;0;438;10;428;536;33;44;102;0;49;66;131;3
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;24;B;1001;415;0;415;9;406;586;57;53;71;2;41;61;120;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;25;U;780;378;2;376;9;367;402;46;39;43;0;14;40;185;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;26;U;541;238;0;238;7;231;303;33;30;53;0;39;28;48;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;27;A;798;414;2;412;7;405;384;49;44;91;1;69;33;118;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;27;B;786;392;0;392;8;384;394;44;57;109;0;43;28;103;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;28;A;923;471;0;471;20;451;452;62;47;121;1;53;72;93;2
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;28;B;869;414;1;413;25;388;455;64;35;101;2;54;58;74;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;29;U;562;318;0;318;13;305;244;42;35;48;2;27;48;103;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;30;A;666;310;0;310;11;299;356;32;26;91;2;31;39;77;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;7;30;B;636;272;0;272;6;266;364;28;50;54;0;31;35;68;0
GIPUZKOA;70;SEGURA;1;1;A;608;461;0;461;9;452;147;109;9;142;0;187;2;3;0
GIPUZKOA;70;SEGURA;1;1;B;410;314;7;307;3;304;96;80;5;104;0;109;1;5;0
GIPUZKOA;71;TOLOSA;1;1;A;364;208;0;208;2;206;156;46;17;63;0;39;10;29;2
GIPUZKOA;71;TOLOSA;1;1;B;355;190;0;190;2;188;165;33;24;68;0;30;7;24;2
