TH;CODMUN;AMBITO;DISTRITO;SECCION;MESA;CENSO;VOTANTES;NULOS;VALIDOS;BLANCOS;VOTOS_CANDIDATOS;ABSTENCIONES;EAJ-PNV;PP;HB;U.AL.;EA;EB;PSE-EE/PSOE;CNPS
GIPUZKOA;42;IBARRA;1;2;A;650;384;4;380;3;377;266;68;15;128;1;80;36;48;1
GIPUZKOA;42;IBARRA;1;2;B;587;330;1;329;3;326;257;61;19;102;2;62;27;52;1
GIPUZKOA;42;IBARRA;1;3;U;703;411;5;406;5;401;292;89;30;136;0;80;26;40;0
GIPUZKOA;43;IDIAZABAL;1;1;A;745;512;4;508;8;500;233;165;20;114;1;177;13;10;0
GIPUZKOA;43;IDIAZABAL;1;1;B;878;547;4;543;8;535;331;162;14;146;0;191;4;18;0
GIPUZKOA;44;IKAZTEGIETA;1;1;U;303;185;1;184;1;183;118;54;7;92;1;26;1;2;0
GIPUZKOA;45;IRUN;1;1;A;935;534;2;532;19;513;401;121;152;57;1;89;29;64;0
GIPUZKOA;45;IRUN;1;1;B;799;483;0;483;13;470;316;98;169;46;3;55;34;65;0
GIPUZKOA;45;IRUN;1;2;A;674;381;2;379;10;369;293;104;64;59;3;54;19;65;1
GIPUZKOA;45;IRUN;1;2;B;585;334;0;334;11;323;251;92;58;57;1;43;15;57;0
GIPUZKOA;45;IRUN;1;3;A;767;421;7;414;19;395;346;84;118;30;2;56;41;63;1
GIPUZKOA;45;IRUN;1;3;B;696;402;1;401;16;385;294;88;116;36;0;48;40;56;1
GIPUZKOA;45;IRUN;1;4;U;1031;567;2;565;11;554;464;135;78;97;0;70;44;130;0
GIPUZKOA;45;IRUN;2;1;A;788;443;0;443;15;428;345;93;50;89;1;61;49;85;0
GIPUZKOA;45;IRUN;2;1;B;720;357;0;357;11;346;363;67;45;64;1;51;42;76;0
GIPUZKOA;45;IRUN;2;2;A;843;397;0;397;5;392;446;64;55;54;4;46;65;102;2
GIPUZKOA;45;IRUN;2;2;B;859;415;0;415;11;404;444;52;54;57;1;37;60;143;0
GIPUZKOA;45;IRUN;2;3;U;819;390;2;388;7;381;429;108;53;92;1;48;22;56;1
GIPUZKOA;45;IRUN;2;4;U;931;442;0;442;6;436;489;74;67;66;2;60;55;112;0
GIPUZKOA;45;IRUN;2;5;U;925;399;0;399;11;388;526;100;38;89;0;70;28;61;2
GIPUZKOA;45;IRUN;2;6;A;919;520;6;514;20;494;399;101;86;81;4;90;47;84;1
GIPUZKOA;45;IRUN;2;6;B;815;447;1;446;12;434;368;81;93;73;2;59;60;66;0
GIPUZKOA;45;IRUN;2;7;A;618;305;4;301;15;286;313;62;38;45;0;39;39;62;1
GIPUZKOA;45;IRUN;2;7;B;646;323;0;323;10;313;323;49;36;60;0;31;44;93;0
GIPUZKOA;45;IRUN;2;8;A;740;370;1;369;6;363;370;61;40;61;0;54;52;95;0
GIPUZKOA;45;IRUN;2;8;B;754;366;0;366;11;355;388;67;56;53;4;34;41;100;0
GIPUZKOA;45;IRUN;3;1;A;738;424;1;423;5;418;314;88;152;38;5;49;28;58;0
GIPUZKOA;45;IRUN;3;1;B;684;398;1;397;12;385;286;89;124;39;1;44;24;63;1
GIPUZKOA;45;IRUN;3;2;A;593;324;5;319;7;312;269;62;79;23;2;31;33;81;1
GIPUZKOA;45;IRUN;3;2;B;580;341;1;340;9;331;239;56;62;38;2;33;28;112;0
GIPUZKOA;45;IRUN;3;3;A;535;278;1;277;4;273;257;41;45;34;4;31;24;94;0
GIPUZKOA;45;IRUN;3;3;B;463;248;2;246;7;239;215;36;58;18;4;25;16;82;0
GIPUZKOA;45;IRUN;3;4;U;985;454;0;454;9;445;531;68;78;26;4;29;44;195;1
GIPUZKOA;45;IRUN;3;5;A;620;357;2;355;9;346;263;61;69;26;3;20;38;126;3
GIPUZKOA;45;IRUN;3;5;B;647;350;1;349;6;343;297;42;52;45;1;28;37;137;1
GIPUZKOA;45;IRUN;3;6;U;517;317;0;317;9;308;200;55;102;48;1;41;22;39;0
GIPUZKOA;45;IRUN;3;7;A;710;394;4;390;13;377;316;71;74;43;1;45;40;103;0
GIPUZKOA;45;IRUN;3;7;B;671;391;1;390;17;373;280;54;102;38;5;34;36;104;0
GIPUZKOA;45;IRUN;3;8;A;994;545;1;544;7;537;449;101;104;60;5;44;63;157;3
GIPUZKOA;45;IRUN;3;8;B;985;504;5;499;17;482;481;64;93;48;3;47;66;159;2
GIPUZKOA;45;IRUN;3;9;A;721;364;0;364;2;362;357;69;58;47;0;44;42;101;1
GIPUZKOA;45;IRUN;3;9;B;658;324;0;324;11;313;334;65;60;28;1;36;40;82;1
GIPUZKOA;45;IRUN;3;10;A;663;332;0;332;4;328;331;48;43;25;4;35;58;112;3
GIPUZKOA;45;IRUN;3;10;B;580;297;0;297;7;290;283;42;39;17;1;18;40;132;1
GIPUZKOA;45;IRUN;3;11;U;899;514;1;513;10;503;385;91;54;89;3;65;71;127;3
GIPUZKOA;45;IRUN;3;12;A;652;375;0;375;10;365;277;58;65;32;0;33;61;115;1
GIPUZKOA;45;IRUN;3;12;B;628;346;1;345;6;339;282;56;63;20;2;30;49;119;0
GIPUZKOA;45;IRUN;3;13;A;800;439;2;437;8;429;361;68;122;21;5;40;46;127;0
GIPUZKOA;45;IRUN;3;13;B;820;450;1;449;10;439;370;57;110;33;6;34;49;150;0
GIPUZKOA;45;IRUN;3;14;A;649;359;5;354;8;346;290;61;44;61;0;28;48;103;1
GIPUZKOA;45;IRUN;3;14;B;591;289;2;287;7;280;302;42;44;32;0;26;45;91;0
GIPUZKOA;45;IRUN;3;15;A;703;417;0;417;15;402;286;76;92;46;3;39;54;90;2
GIPUZKOA;45;IRUN;3;15;B;716;406;0;406;22;384;310;91;78;34;5;33;52;90;1
GIPUZKOA;45;IRUN;3;16;U;730;359;0;359;2;357;371;79;74;21;1;24;59;99;0
GIPUZKOA;45;IRUN;3;17;U;656;329;1;328;9;319;327;90;63;50;0;66;14;34;2
GIPUZKOA;45;IRUN;4;1;U;716;367;1;366;4;362;349;36;61;20;3;33;59;150;0
GIPUZKOA;45;IRUN;4;2;U;974;539;1;538;5;533;435;103;67;44;4;36;50;227;2
GIPUZKOA;45;IRUN;4;3;A;863;470;2;468;21;447;393;74;65;40;1;40;57;169;1
GIPUZKOA;45;IRUN;4;3;B;865;447;0;447;16;431;418;66;56;45;0;40;59;163;2
GIPUZKOA;45;IRUN;4;4;U;615;350;0;350;17;333;265;100;47;49;1;47;34;55;0
GIPUZKOA;45;IRUN;4;5;A;681;329;1;328;9;319;352;84;37;48;3;43;24;78;2
GIPUZKOA;45;IRUN;4;5;B;583;304;0;304;2;302;279;57;53;43;1;40;35;72;1
GIPUZKOA;45;IRUN;4;6;A;689;360;1;359;11;348;329;46;37;84;2;31;67;78;3
GIPUZKOA;45;IRUN;4;6;B;743;391;0;391;9;382;352;47;48;73;2;38;87;84;3
GIPUZKOA;45;IRUN;4;7;U;671;358;1;357;3;354;313;69;45;126;1;25;36;51;1
GIPUZKOA;45;IRUN;4;8;U;648;365;4;361;11;350;283;83;57;51;0;45;35;78;1
GIPUZKOA;46;IRURA;1;1;U;560;322;0;322;7;315;238;116;11;116;0;52;13;6;1
GIPUZKOA;47;ITSASONDO;1;1;U;536;353;1;352;3;349;183;90;15;157;0;60;13;14;0
GIPUZKOA;48;LARRAUL;1;1;U;116;56;0;56;0;56;60;21;0;25;0;9;1;0;0
GIPUZKOA;49;LAZKAO;1;1;A;733;488;1;487;8;479;245;151;29;124;0;58;34;82;1
GIPUZKOA;49;LAZKAO;1;1;B;605;397;0;397;11;386;208;106;26;91;0;32;52;79;0
GIPUZKOA;49;LAZKAO;1;2;A;729;460;0;460;8;452;269;130;23;151;0;58;32;58;0
GIPUZKOA;49;LAZKAO;1;2;B;755;463;4;459;10;449;292;129;22;148;1;54;31;64;0
GIPUZKOA;49;LAZKAO;1;3;A;558;371;1;370;7;363;187;105;20;127;0;57;15;39;0
GIPUZKOA;49;LAZKAO;1;3;B;582;378;0;378;7;371;204;100;16;143;1;63;15;33;0
GIPUZKOA;50;LEABURU;1;1;U;468;286;3;283;2;281;182;57;15;177;0;19;3;10;0
GIPUZKOA;51;LEGAZPI;1;1;A;801;528;6;522;9;513;273;132;37;107;2;134;34;66;1
GIPUZKOA;51;LEGAZPI;1;1;B;760;448;1;447;13;434;312;121;22;89;1;94;29;78;0
GIPUZKOA;51;LEGAZPI;1;2;A;802;512;1;511;14;497;290;146;65;75;2;152;15;41;1
GIPUZKOA;51;LEGAZPI;1;2;B;619;385;1;384;13;371;234;136;40;54;1;97;12;31;0
GIPUZKOA;51;LEGAZPI;1;3;A;522;333;6;327;3;324;189;71;17;71;0;80;24;61;0
GIPUZKOA;51;LEGAZPI;1;3;B;519;324;1;323;10;313;195;75;20;61;0;78;29;50;0
GIPUZKOA;51;LEGAZPI;1;4;A;584;360;5;355;5;350;224;81;25;80;0;72;21;71;0
GIPUZKOA;51;LEGAZPI;1;4;B;569;340;7;333;8;325;229;76;20;53;0;79;21;76;0
GIPUZKOA;51;LEGAZPI;1;5;A;712;414;1;413;12;401;298;83;13;88;2;45;37;133;0
GIPUZKOA;51;LEGAZPI;1;5;B;636;364;6;358;7;351;272;59;28;57;1;47;29;129;1
GIPUZKOA;51;LEGAZPI;1;6;U;815;493;0;493;5;488;322;121;23;97;0;91;41;115;0
GIPUZKOA;51;LEGAZPI;1;7;A;383;256;2;254;0;254;127;67;8;71;0;99;6;3;0
GIPUZKOA;51;LEGAZPI;1;7;B;265;157;1;156;3;153;108;49;4;45;0;23;5;26;1
GIPUZKOA;52;LEGORRETA;1;1;A;597;399;1;398;11;387;198;145;31;111;0;30;10;60;0
GIPUZKOA;52;LEGORRETA;1;1;B;602;402;3;399;9;390;200;158;31;112;0;40;12;37;0
GIPUZKOA;53;LEZO;1;1;A;729;446;7;439;7;432;283;59;16;189;1;90;24;51;2
GIPUZKOA;53;LEZO;1;1;B;907;551;5;546;5;541;356;64;44;191;2;104;37;99;0
GIPUZKOA;53;LEZO;1;2;A;898;461;6;455;8;447;437;51;23;213;0;54;40;66;0
GIPUZKOA;53;LEZO;1;2;B;815;423;0;423;6;417;392;51;28;187;0;48;40;62;1
GIPUZKOA;53;LEZO;1;3;U;1003;514;1;513;6;507;489;64;25;255;1;72;22;68;0
GIPUZKOA;54;LIZARTZA;1;1;U;580;449;3;446;4;442;131;60;14;257;0;110;1;0;0
GIPUZKOA;55;ARRASATE / MONDRAGON;1;1;A;705;462;7;455;6;449;243;127;40;117;0;107;21;37;0
GIPUZKOA;55;ARRASATE / MONDRAGON;1;1;B;547;359;3;356;4;352;188;96;33;111;0;63;22;27;0
GIPUZKOA;55;ARRASATE / MONDRAGON;1;2;A;752;520;1;519;10;509;232;139;31;174;1;96;31;37;0
GIPUZKOA;55;ARRASATE / MONDRAGON;1;2;B;594;398;1;397;6;391;196;134;28;114;0;60;17;38;0
GIPUZKOA;55;ARRASATE / MONDRAGON;1;3;U;766;518;3;515;4;511;248;144;38;159;0;109;16;45;0
GIPUZKOA;55;ARRASATE / MONDRAGON;1;4;U;970;594;2;592;9;583;376;137;32;133;1;106;64;108;2
GIPUZKOA;55;ARRASATE / MONDRAGON;1;5;A;834;579;7;572;5;567;255;173;46;125;0;150;26;47;0
GIPUZKOA;55;ARRASATE / MONDRAGON;1;5;B;638;419;2;417;14;403;219;135;40;101;0;84;14;29;0
GIPUZKOA;55;ARRASATE / MONDRAGON;2;1;U;821;546;2;544;5;539;275;115;36;174;3;68;48;94;1
GIPUZKOA;55;ARRASATE / MONDRAGON;2;2;A;696;427;2;425;6;419;269;57;38;97;2;41;66;118;0
GIPUZKOA;55;ARRASATE / MONDRAGON;2;2;B;664;397;1;396;12;384;267;38;31;82;0;37;50;146;0
GIPUZKOA;55;ARRASATE / MONDRAGON;2;3;A;616;335;8;327;3;324;281;39;28;34;0;16;58;147;2
GIPUZKOA;55;ARRASATE / MONDRAGON;2;3;B;640;348;3;345;9;336;292;31;38;43;5;21;58;139;1
GIPUZKOA;55;ARRASATE / MONDRAGON;2;4;A;844;570;4;566;8;558;274;103;32;184;2;117;44;75;1
GIPUZKOA;55;ARRASATE / MONDRAGON;2;4;B;742;443;2;441;3;438;299;81;34;161;1;61;27;73;0
GIPUZKOA;55;ARRASATE / MONDRAGON;3;1;A;581;349;3;346;3;343;232;81;35;64;3;39;42;79;0
GIPUZKOA;55;ARRASATE / MONDRAGON;3;1;B;605;375;6;369;1;368;230;80;46;73;4;32;35;96;2
GIPUZKOA;55;ARRASATE / MONDRAGON;3;2;A;650;400;3;397;6;391;250;78;23;109;0;77;23;80;1
GIPUZKOA;55;ARRASATE / MONDRAGON;3;2;B;542;310;2;308;3;305;232;74;32;74;0;39;15;71;0
GIPUZKOA;55;ARRASATE / MONDRAGON;3;3;A;676;374;8;366;9;357;302;52;29;92;1;51;32;99;1
GIPUZKOA;55;ARRASATE / MONDRAGON;3;3;B;544;327;5;322;6;316;217;47;17;76;2;48;21;105;0
GIPUZKOA;55;ARRASATE / MONDRAGON;4;1;A;595;341;0;341;6;335;254;62;21;87;1;39;47;78;0
GIPUZKOA;55;ARRASATE / MONDRAGON;4;1;B;600;353;1;352;7;345;247;58;25;93;0;30;42;95;2
GIPUZKOA;55;ARRASATE / MONDRAGON;4;2;A;614;384;0;384;7;377;230;88;21;115;3;54;22;74;0
GIPUZKOA;55;ARRASATE / MONDRAGON;4;2;B;477;295;1;294;2;292;182;71;33;69;2;47;24;45;1
GIPUZKOA;55;ARRASATE / MONDRAGON;4;3;A;664;355;1;354;8;346;309;63;43;70;1;28;26;114;1
GIPUZKOA;55;ARRASATE / MONDRAGON;4;3;B;585;351;5;346;5;341;234;65;27;56;2;23;42;124;2
GIPUZKOA;55;ARRASATE / MONDRAGON;4;4;A;667;463;1;462;9;453;204;138;12;161;0;90;18;34;0
GIPUZKOA;55;ARRASATE / MONDRAGON;4;4;B;576;365;2;363;9;354;211;103;15;135;1;57;16;27;0
GIPUZKOA;55;ARRASATE / MONDRAGON;5;1;U;1161;360;2;358;3;355;801;111;45;118;1;59;5;15;1
GIPUZKOA;56;MUTRIKU;1;1;A;794;560;18;542;7;535;234;225;34;214;0;42;6;14;0
GIPUZKOA;56;MUTRIKU;1;1;B;930;649;9;640;5;635;281;287;35;203;4;61;14;30;1
GIPUZKOA;56;MUTRIKU;1;2;A;788;581;5;576;5;571;207;296;41;195;0;29;4;6;0
GIPUZKOA;56;MUTRIKU;1;2;B;776;567;3;564;5;559;209;266;48;175;0;40;6;24;0
GIPUZKOA;56;MUTRIKU;2;1;U;537;341;4;337;8;329;196;197;7;81;0;39;2;3;0
GIPUZKOA;57;MUTILOA;1;1;U;149;86;1;85;1;84;63;24;6;27;0;24;2;1;0
GIPUZKOA;58;OLABERRIA;1;1;A;460;245;0;245;2;243;215;63;25;50;1;39;19;46;0
GIPUZKOA;58;OLABERRIA;1;1;B;492;294;0;294;0;294;198;74;35;66;2;43;22;52;0
GIPUZKOA;59;O?ATI;1;1;A;805;551;1;550;4;546;254;235;40;147;0;97;8;19;0
GIPUZKOA;59;O?ATI;1;1;B;667;425;2;423;2;421;242;169;38;125;1;58;8;22;0
GIPUZKOA;59;O?ATI;1;2;A;526;356;6;350;2;348;170;133;31;99;0;70;5;10;0
GIPUZKOA;59;O?ATI;1;2;B;469;319;3;316;3;313;150;133;28;59;1;57;6;28;1
GIPUZKOA;59;O?ATI;1;3;A;717;454;1;453;6;447;263;196;14;125;0;66;15;30;1
GIPUZKOA;59;O?ATI;1;3;B;644;409;0;409;6;403;235;158;17;113;1;73;11;30;0
GIPUZKOA;59;O?ATI;1;4;A;661;420;1;419;2;417;241;150;30;114;0;60;17;46;0
GIPUZKOA;59;O?ATI;1;4;B;517;317;2;315;5;310;200;97;31;86;0;51;11;34;0
GIPUZKOA;59;O?ATI;1;5;A;598;387;2;385;1;384;211;165;30;71;2;82;12;21;1
GIPUZKOA;59;O?ATI;1;5;B;405;255;0;255;4;251;150;110;10;57;0;40;13;21;0
GIPUZKOA;59;O?ATI;1;6;A;604;348;1;347;8;339;256;118;12;113;0;42;16;38;0
GIPUZKOA;59;O?ATI;1;6;B;469;268;1;267;3;264;201;69;11;98;0;41;19;26;0
GIPUZKOA;59;O?ATI;2;1;U;667;425;2;423;4;419;242;187;12;137;2;74;4;3;0
GIPUZKOA;59;O?ATI;2;2;U;847;484;2;482;4;478;363;217;24;141;1;81;4;10;0
GIPUZKOA;60;OREXA;1;1;U;71;59;0;59;0;59;12;5;0;52;0;1;0;0;1
GIPUZKOA;61;ORIO;1;1;A;877;508;2;506;7;499;369;224;29;120;0;87;13;26;0
GIPUZKOA;61;ORIO;1;1;B;799;462;3;459;3;456;337;169;28;134;1;81;7;35;1
GIPUZKOA;61;ORIO;1;2;A;940;569;4;565;5;560;371;199;25;158;1;103;18;56;0
GIPUZKOA;61;ORIO;1;2;B;781;456;0;456;7;449;325;165;23;122;1;86;10;42;0
GIPUZKOA;62;ORMAIZTEGI;1;1;A;528;391;15;376;5;371;137;165;3;110;1;80;5;6;1
GIPUZKOA;62;ORMAIZTEGI;1;1;B;422;315;9;306;6;300;107;120;12;76;0;85;5;2;0
GIPUZKOA;63;OIARTZUN;1;1;A;850;573;4;569;7;562;277;135;27;227;2;152;13;6;0
GIPUZKOA;63;OIARTZUN;1;1;B;852;585;2;583;13;570;267;109;31;270;1;130;18;11;0
GIPUZKOA;63;OIARTZUN;1;2;U;752;502;15;487;1;486;250;77;15;262;0;122;2;8;0
GIPUZKOA;63;OIARTZUN;1;3;U;1086;621;7;614;12;602;465;96;60;248;1;97;33;67;0
GIPUZKOA;63;OIARTZUN;1;4;A;640;384;4;380;5;375;256;75;14;171;0;80;16;18;1
GIPUZKOA;63;OIARTZUN;1;4;B;651;416;3;413;8;405;235;78;18;185;1;81;10;31;1
GIPUZKOA;63;OIARTZUN;1;5;U;992;639;2;637;9;628;353;130;16;355;0;116;8;2;1
GIPUZKOA;63;OIARTZUN;1;6;U;1063;676;9;667;13;654;387;143;11;319;0;135;17;28;1
GIPUZKOA;64;PASAIA;1;1;U;894;530;1;529;7;522;364;72;17;261;0;150;7;15;0
GIPUZKOA;64;PASAIA;1;2;A;695;362;0;362;2;360;333;61;29;147;0;80;17;26;0
GIPUZKOA;64;PASAIA;1;2;B;761;417;1;416;2;414;344;63;25;180;1;79;22;44;0
GIPUZKOA;64;PASAIA;2;1;A;476;266;2;264;4;260;210;44;10;83;0;106;5;12;0
GIPUZKOA;64;PASAIA;2;1;B;310;184;0;184;5;179;126;30;10;68;0;48;5;16;2
GIPUZKOA;64;PASAIA;2;2;U;678;340;2;338;6;332;338;43;22;104;0;26;36;101;0
GIPUZKOA;64;PASAIA;2;3;U;772;318;1;317;8;309;454;57;32;63;3;27;49;76;2
GIPUZKOA;64;PASAIA;2;4;A;405;184;0;184;7;177;221;29;17;36;0;24;21;47;3
GIPUZKOA;64;PASAIA;2;4;B;424;212;0;212;7;205;212;40;24;41;1;23;33;43;0
GIPUZKOA;64;PASAIA;2;5;U;1275;625;6;619;15;604;650;77;58;152;3;107;59;148;0
GIPUZKOA;64;PASAIA;2;6;U;800;359;1;358;6;352;441;63;37;76;1;29;52;94;0
GIPUZKOA;64;PASAIA;2;7;A;701;326;1;325;15;310;375;34;38;51;5;23;59;98;2
GIPUZKOA;64;PASAIA;2;7;B;764;357;0;357;6;351;407;44;60;59;0;21;48;118;1
GIPUZKOA;64;PASAIA;2;8;A;575;261;3;258;9;249;314;28;42;62;0;23;43;50;1
GIPUZKOA;64;PASAIA;2;8;B;746;332;2;330;9;321;414;36;49;62;1;37;45;91;0
GIPUZKOA;64;PASAIA;2;9;U;725;390;3;387;15;372;335;55;32;122;1;48;33;81;0
GIPUZKOA;64;PASAIA;3;1;A;715;371;4;367;7;360;344;79;20;115;0;58;25;63;0
GIPUZKOA;64;PASAIA;3;1;B;746;394;2;392;5;387;352;82;28;112;1;82;30;52;0
GIPUZKOA;64;PASAIA;3;2;A;848;485;8;477;12;465;363;90;42;126;0;101;39;66;1
GIPUZKOA;64;PASAIA;3;2;B;770;441;5;436;5;431;329;80;31;131;2;69;35;81;2
GIPUZKOA;64;PASAIA;3;3;A;598;322;4;318;4;314;276;55;35;99;0;49;31;44;1
GIPUZKOA;64;PASAIA;3;3;B;541;300;1;299;7;292;241;61;20;80;2;28;31;70;0
GIPUZKOA;65;SORALUZE-PLACENCIA DE LAS ARMAS;1;1;A;667;441;5;436;1;435;226;151;43;112;0;64;14;51;0
GIPUZKOA;65;SORALUZE-PLACENCIA DE LAS ARMAS;1;1;B;537;329;7;322;7;315;208;100;34;85;0;44;16;36;0
GIPUZKOA;65;SORALUZE-PLACENCIA DE LAS ARMAS;1;2;A;752;510;4;506;5;501;242;198;47;114;0;50;13;79;0
GIPUZKOA;65;SORALUZE-PLACENCIA DE LAS ARMAS;1;2;B;535;337;6;331;10;321;198;106;33;70;0;30;11;71;0
GIPUZKOA;65;SORALUZE-PLACENCIA DE LAS ARMAS;2;1;A;705;452;2;450;8;442;253;153;41;122;0;48;23;55;0
GIPUZKOA;65;SORALUZE-PLACENCIA DE LAS ARMAS;2;1;B;656;380;0;380;7;373;276;101;33;85;3;48;19;84;0
GIPUZKOA;66;ERREZIL;1;1;U;544;305;0;305;1;304;239;87;4;158;0;52;1;2;0
GIPUZKOA;67;ERRENTERIA;1;1;U;580;300;1;299;4;295;280;40;20;126;0;60;18;30;1
GIPUZKOA;67;ERRENTERIA;1;2;A;785;448;4;444;8;436;337;60;43;149;1;63;42;78;0
GIPUZKOA;67;ERRENTERIA;1;2;B;723;397;5;392;5;387;326;51;42;113;4;66;45;66;0
GIPUZKOA;67;ERRENTERIA;1;3;U;676;406;4;402;13;389;270;67;37;143;2;78;28;34;0
GIPUZKOA;67;ERRENTERIA;1;4;A;871;482;2;480;9;471;389;61;39;118;0;54;75;123;1
GIPUZKOA;67;ERRENTERIA;1;4;B;661;375;2;373;3;370;286;44;37;82;1;48;63;94;1
GIPUZKOA;67;ERRENTERIA;1;5;U;738;446;6;440;5;435;292;88;27;205;0;50;26;39;0
GIPUZKOA;67;ERRENTERIA;1;6;A;942;555;3;552;10;542;387;84;38;169;0;98;50;103;0
GIPUZKOA;67;ERRENTERIA;1;6;B;782;476;0;476;13;463;306;70;50;140;1;80;43;79;0
GIPUZKOA;67;ERRENTERIA;1;7;U;595;344;0;344;6;338;251;49;34;119;0;36;28;71;1
GIPUZKOA;67;ERRENTERIA;1;8;A;532;267;2;265;10;255;265;32;17;62;0;29;33;82;0
GIPUZKOA;67;ERRENTERIA;1;8;B;507;287;0;287;6;281;220;30;30;61;0;26;24;109;1
GIPUZKOA;67;ERRENTERIA;1;9;A;758;410;6;404;2;402;348;64;30;130;1;67;30;80;0
GIPUZKOA;67;ERRENTERIA;1;9;B;727;401;2;399;5;394;326;60;40;150;0;56;20;68;0
GIPUZKOA;67;ERRENTERIA;1;10;U;743;442;1;441;5;436;301;58;34;152;1;46;26;119;0
GIPUZKOA;67;ERRENTERIA;1;11;U;639;372;1;371;8;363;267;53;28;110;2;30;55;85;0
GIPUZKOA;67;ERRENTERIA;1;12;U;533;297;4;293;4;289;236;52;28;77;0;40;18;73;1
GIPUZKOA;67;ERRENTERIA;1;13;A;524;283;5;278;4;274;241;34;32;82;0;36;30;59;1
GIPUZKOA;67;ERRENTERIA;1;13;B;523;253;2;251;3;248;270;29;33;58;0;29;31;68;0
GIPUZKOA;67;ERRENTERIA;1;14;A;680;350;0;350;4;346;330;59;57;67;0;44;34;83;2
GIPUZKOA;67;ERRENTERIA;1;14;B;632;354;0;354;5;349;278;51;52;74;3;48;26;95;0
GIPUZKOA;67;ERRENTERIA;1;15;U;663;347;0;347;8;339;316;30;25;81;1;33;35;133;1
GIPUZKOA;67;ERRENTERIA;1;16;U;797;390;3;387;14;373;407;46;48;42;6;17;44;168;2
GIPUZKOA;67;ERRENTERIA;1;17;U;641;336;0;336;8;328;305;64;12;106;0;51;18;77;0
GIPUZKOA;67;ERRENTERIA;1;18;U;534;297;2;295;2;293;237;63;12;153;0;52;5;7;1
GIPUZKOA;67;ERRENTERIA;1;19;A;602;323;3;320;12;308;279;35;35;55;2;23;61;96;1
GIPUZKOA;67;ERRENTERIA;1;19;B;619;323;4;319;5;314;296;31;43;54;1;28;57;100;0
GIPUZKOA;67;ERRENTERIA;1;20;U;1036;601;0;601;15;586;435;92;35;225;0;119;31;84;0
GIPUZKOA;67;ERRENTERIA;1;21;U;559;266;0;266;6;260;293;24;37;36;0;19;28;116;0
GIPUZKOA;67;ERRENTERIA;1;22;A;613;326;1;325;9;316;287;43;30;99;0;43;32;69;0
GIPUZKOA;67;ERRENTERIA;1;22;B;590;330;0;330;9;321;260;32;26;115;0;25;46;76;1
GIPUZKOA;67;ERRENTERIA;1;23;U;931;534;2;532;13;519;397;54;83;111;2;64;47;157;1
GIPUZKOA;67;ERRENTERIA;1;24;A;649;289;1;288;2;286;360;30;34;58;2;22;45;94;1
GIPUZKOA;67;ERRENTERIA;1;24;B;695;313;1;312;5;307;382;38;48;53;1;17;36;113;1
GIPUZKOA;67;ERRENTERIA;1;25;A;638;277;0;277;5;272;361;34;27;55;1;15;38;102;0
GIPUZKOA;67;ERRENTERIA;1;25;B;626;289;0;289;4;285;337;21;27;66;2;14;31;123;1
GIPUZKOA;67;ERRENTERIA;1;26;A;867;441;2;439;11;428;426;49;48;74;1;33;64;159;0
GIPUZKOA;67;ERRENTERIA;1;26;B;867;437;1;436;17;419;430;33;57;54;1;19;59;195;1
GIPUZKOA;67;ERRENTERIA;1;27;A;595;273;0;273;5;268;322;21;38;42;0;12;37;118;0
GIPUZKOA;67;ERRENTERIA;1;27;B;648;306;3;303;7;296;342;28;32;51;3;16;37;128;1
GIPUZKOA;67;ERRENTERIA;1;28;A;588;267;3;264;6;258;321;41;41;39;2;22;35;78;0
GIPUZKOA;67;ERRENTERIA;1;28;B;584;268;0;268;6;262;316;32;40;49;4;19;32;86;0
GIPUZKOA;67;ERRENTERIA;1;29;A;704;357;0;357;10;347;347;52;46;53;2;15;54;125;0
GIPUZKOA;67;ERRENTERIA;1;29;B;706;331;0;331;9;322;375;52;37;61;0;15;48;108;1
GIPUZKOA;67;ERRENTERIA;1;30;U;794;461;0;461;15;446;333;79;40;134;2;71;46;74;0
GIPUZKOA;67;ERRENTERIA;1;31;U;556;273;0;273;3;270;283;21;33;28;2;13;22;150;1
GIPUZKOA;67;ERRENTERIA;1;32;U;877;460;4;456;8;448;417;56;60;52;6;22;42;209;1
GIPUZKOA;67;ERRENTERIA;1;33;U;771;384;1;383;7;376;387;44;26;73;3;27;58;145;0
GIPUZKOA;67;ERRENTERIA;1;34;U;688;378;5;373;6;367;310;45;20;136;0;44;45;77;0
GIPUZKOA;67;ERRENTERIA;1;35;U;609;353;0;353;10;343;256;78;21;127;1;59;24;33;0
GIPUZKOA;68;LEINTZ-GATZAGA;1;1;U;202;138;0;138;2;136;64;56;0;60;0;18;2;0;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;1;1;U;812;487;0;487;9;478;325;111;74;122;0;112;16;42;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;1;2;U;854;526;0;526;8;518;328;112;76;114;0;150;26;39;1
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;1;3;U;637;382;0;382;10;372;255;61;22;144;0;108;9;28;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;1;4;U;881;518;0;518;5;513;363;95;35;193;1;117;22;50;0
GIPUZKOA;69;DONOSTIA-SAN SEBASTI?N;1;5;U;967;593;1;592;13;579;374;105;116;125;2;135;36;59;1
